"","X","id","name","address","city","state","zip","telephone","type","status","population","county","country","lat","long","naics_code","naics_desc","source","sourcedate","val_date","website","alt_name","owner","beds","trauma","helipad","overall_type","tot_res","tot_staff","excess_bed","medicaidid","medicareid","state_lic","sourcetype","emergtitle","emergtel","emergext","st_vendor","st_version","geoprec","phoneloc","qc_qa","ucaoa_id","ny_metro"
"545",42222,NA,"Walgreens #9731","20 Astor Place","New York","NY",100036903,NA,"Pharmacy","open",NA,NA,NA,40.72979,-73.9918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"546",42223,NA,"Cvs Pharmacy","150 East 42nd St","New York","NY",10017,NA,"Pharmacy","open",NA,NA,NA,40.75098,-73.97536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"547",42233,NA,"Duane Reade #16464","10 Union Square East Ste 2050","New York","NY",100033314,NA,"Pharmacy","open",NA,NA,NA,40.73483,-73.98978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"548",42243,NA,"Lenda Pharmacy Inc","3397 Broadway","New York","NY",100317416,NA,"Pharmacy","not participating",NA,NA,NA,40.82193,-73.95406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"549",42271,NA,"Memorial Hosp Opd Pharmacy At 68th St","444 East 68 Street","New York","NY",10065,NA,"Pharmacy","not participating",NA,NA,NA,40.76458,-73.95661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"550",42282,NA,"Santa Barbara Drugs","120 Audubon Ave","New York","NY",100322109,NA,"Pharmacy","open",NA,NA,NA,40.84246,-73.9371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"551",42288,NA,"Duane Reade","1356 Lexington Ave","New York","NY",10128,NA,"Pharmacy","not participating",NA,NA,NA,40.78194,-73.95398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"552",42291,NA,"Life Pharmacy","471 Lenox Ave","New York","NY",10037,NA,"Pharmacy","open",NA,NA,NA,40.81321,-73.94185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"553",42306,NA,"Duane Reade #14412","352 Greenwich St","New York","NY",10013,NA,"Pharmacy","open",NA,NA,NA,40.71929,-74.01057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"554",42321,NA,"Thriftway Pharmacy","646 Tenth Ave","New York","NY",10036,NA,"Pharmacy","open",NA,NA,NA,40.76188,-73.99361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"555",42327,NA,"Abc Pharmacy","139 Centre St Retail#108","New York","NY",10013,NA,"Pharmacy","unknown",NA,NA,NA,40.71745,-74.00059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"556",42332,NA,"Prohealth Pharmacy","370 Lexington Ave","New York","NY",10017,NA,"Pharmacy","not participating",NA,NA,NA,40.75058,-73.97685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"557",42338,NA,"Jose Pharmacy And Surigal Supply","506 W 207th St","New York","NY",10034,NA,"Pharmacy","open",NA,NA,NA,40.86454,-73.91937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"558",42362,NA,"Block Drug Stores","101 Second Ave","New York","NY",100038334,NA,"Pharmacy","not participating",NA,NA,NA,40.72738,-73.98878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"559",42363,NA,"Duane Reade","325 Columbus Avenue","New York","NY",10023,NA,"Pharmacy","not participating",NA,NA,NA,40.77948,-73.97713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"560",42367,NA,"Walgreens","1471 Broadway","New York","NY",10036,NA,"Pharmacy","open",NA,NA,NA,40.7562,-73.98648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"561",42371,NA,"Hester Pharmacy","153 Hester St","New York","NY",10013,NA,"Pharmacy","open",NA,NA,NA,40.71746,-73.99571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"562",42378,NA,"Duane Reade","459 Broadway","New York","NY",10013,NA,"Pharmacy","unknown",NA,NA,NA,40.72081,-74.00087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"563",42381,NA,"Milena Pharmacy","4407 Broadway","New York","NY",100404014,NA,"Pharmacy","not participating",NA,NA,NA,40.85525,-73.93355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"564",42393,NA,"Duane Reade #14415","1235 Lexington Ave","New York","NY",10028,NA,"Pharmacy","open",NA,NA,NA,40.77795,-73.95654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"565",42395,NA,"Duane Reade","17 John St","New York","NY",10038,NA,"Pharmacy","unknown",NA,NA,NA,40.70989,-74.00878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"566",42398,NA,"Forever Health Pharmacy Inc","2 East Broadway","New York","NY",10038,NA,"Pharmacy","not participating",NA,NA,NA,40.71355,-73.99762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"567",42399,NA,"Andy Pharmacy Ii","1341 Saint Nicholas Ave","New York","NY",10033,NA,"Pharmacy","open",NA,NA,NA,40.82485,-73.94427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"568",42401,NA,"909 Columbus Rx Corp","909 Columbus Ave","New York","NY",10025,NA,"Pharmacy","unknown",NA,NA,NA,40.7982,-73.9634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"569",42423,NA,"The Chemist Shop","30 East 40th St","New York","NY",10016,NA,"Pharmacy","open",NA,NA,NA,40.75114,-73.97957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"570",42427,NA,"East Broadway Pharmacy","98 East Broadway 1st Fl","New York","NY",10002,NA,"Pharmacy","not participating",NA,NA,NA,40.71391,-73.99339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"571",42432,NA,"Bowen Pharmacy","881tenth Ave","New York","NY",10019,NA,"Pharmacy","open",NA,NA,NA,40.76945,-73.98854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"572",42444,NA,"Duane Reade","568 W 125th St","New York","NY",100273407,NA,"Pharmacy","open",NA,NA,NA,40.81495,-73.95789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"573",42453,NA,"Seventh Avenue Pharmacy","2454 Adam Clayton Powell Blvd","New York","NY",10030,NA,"Pharmacy","not participating",NA,NA,NA,40.82032,-73.94037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"574",42458,NA,"Harlem Community Pharmacy","67 W 137th Street","New York","NY",10037,NA,"Pharmacy","not participating",NA,NA,NA,40.81522,-73.93922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"575",42462,NA,"Cvs Pharmacy","2495 Broadway","New York","NY",10025,NA,"Pharmacy","open",NA,NA,NA,40.79268,-73.97356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"576",42468,NA,"Tyka Pharmacy","173 Canal St","New York","NY",100134510,NA,"Pharmacy","not participating",NA,NA,NA,40.71679,-73.99723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"577",42473,NA,"Cvs Pharmacy","20 University Place","New York","NY",10003,NA,"Pharmacy","open",NA,NA,NA,40.73177,-73.99482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"578",42475,NA,"Cvs Pharmacy","1241 Lexington Ave.","New York","NY",10028,NA,"Pharmacy","open",NA,NA,NA,40.77803,-73.95655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"579",42481,NA,"Midtown East Pharmacy & Surgical Llc","161 Madison Ave","New York","NY",100165421,NA,"Pharmacy","open",NA,NA,NA,40.74679,-73.98348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"580",42489,NA,"Cvs Pharmacy","222 East 34th Street","New York","NY",10016,NA,"Pharmacy","open",NA,NA,NA,40.74505,-73.97692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"581",42492,NA,"Vida Pharmacy","1620 St Nicholas Ave","New York","NY",10040,NA,"Pharmacy","not participating",NA,NA,NA,40.85869,-73.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"582",42493,NA,"Carnegie Hill Pharmacy Inc","1331 Madison Avenue","New York","NY",10128,NA,"Pharmacy","not participating",NA,NA,NA,40.78559,-73.95517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"583",42498,NA,"Ez Care Pharmacy Llc","87 Elizabeth St","New York","NY",100133122,NA,"Pharmacy","not participating",NA,NA,NA,40.71822,-73.99606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"584",42499,NA,"Hudson Square Pharmacy","345 Hudson St","New York","NY",100143941,NA,"Pharmacy","open",NA,NA,NA,40.72774,-74.00744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"585",42505,NA,"Nucare Pharmacy & Surgical","1789 1st Ave","New York","NY",10128,NA,"Pharmacy","open",NA,NA,NA,40.78112,-73.94652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"586",42506,NA,"Farmacia Central","102 Nagle Ave","New York","NY",100401401,NA,"Pharmacy","unknown",NA,NA,NA,40.86085,-73.92722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"587",42508,NA,"Family Choice Pharmacy Corp.","13-17 Elizabeth St Lower Level Unit #10","New York","NY",10013,NA,"Pharmacy","open",NA,NA,NA,40.71605,-73.9974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"588",42510,NA,"Thompson Chemists","132 Thompson St","New York","NY",100123110,NA,"Pharmacy","not participating",NA,NA,NA,40.72652,-74.00115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"589",42511,NA,"Costco Pharmacy","517 E 117th St","New York","NY",100354410,NA,"Pharmacy","open",NA,NA,NA,40.79547,-73.9318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"590",42518,NA,"Valley Drugs","850 Amsterdam Ave","New York","NY",100255170,NA,"Pharmacy","unknown",NA,NA,NA,40.79759,-73.96801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"591",42523,NA,"Duane Reade","1350 Broadway","New York","NY",100187702,NA,"Pharmacy","open",NA,NA,NA,40.75106,-73.98751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"592",42538,NA,"Duane Reade #14111","1430 Broadway","New York","NY",10018,NA,"Pharmacy","open",NA,NA,NA,40.75407,-73.98675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"593",42541,NA,"Avalon Chemists","7 2nd Ave Attention: Calvin Moy","New York","NY",100038674,NA,"Pharmacy","open",NA,NA,NA,40.72401,-73.99123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"594",42542,NA,"Hamilton Prescriptions Inc","5 Hamilton Place","New York","NY",100316801,NA,"Pharmacy","not participating",NA,NA,NA,40.82087,-73.95407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"595",42547,NA,"Comfort Care Pharmacy Inc","1990 Lexington Ave Ste C","New York","NY",10035,NA,"Pharmacy","open",NA,NA,NA,40.80215,-73.93925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"596",42548,NA,"Royal Care Pharmacy, Inc","127 E 110th St","New York","NY",100298054,NA,"Pharmacy","unknown",NA,NA,NA,40.79516,-73.94498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"597",42549,NA,"Jmc Pharmacy, Inc. - Farmacia Latina","3875 Broadway Unit A","New York","NY",10032,NA,"Pharmacy","not participating",NA,NA,NA,40.83703,-73.94304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"598",42559,NA,"27 Audubon Pharmacy Corp","27 Audubon Ave","New York","NY",100322241,NA,"Pharmacy","not participating",NA,NA,NA,40.83962,-73.93882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"599",42565,NA,"West Side Pharmacy","255 Columbus Ave","New York","NY",100233330,NA,"Pharmacy","unknown",NA,NA,NA,40.77711,-73.9788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"600",42570,NA,"Alisons Pharmacy Inc","12 Bowery","New York","NY",100135011,NA,"Pharmacy","open",NA,NA,NA,40.71443,-73.99748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"601",42571,NA,"Duane Reade #14112","485 Lexington Ave","New York","NY",10017,NA,"Pharmacy","closed",NA,NA,NA,40.75425,-73.97383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"602",42582,NA,"Inwood Pharmacy","4915 Broadway","New York","NY",10034,NA,"Pharmacy","unknown",NA,NA,NA,40.8676,-73.92193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"603",42585,NA,"Vitahealth Apothecary Inc","1609 2nd Ave","New York","NY",100284153,NA,"Pharmacy","not participating",NA,NA,NA,40.77628,-73.95312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"604",42590,NA,"Duane Reade","131 8th Ave","New York","NY",100115102,NA,"Pharmacy","not participating",NA,NA,NA,40.7414,-74.00155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"605",42620,NA,"Rite Hope Pharmacy","1793a Madison Avenue","New York","NY",10035,NA,"Pharmacy","not participating",NA,NA,NA,40.80108,-73.94386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"606",42623,NA,"Jorge Pharmacy","101 Sherman Ave","New York","NY",10034,NA,"Pharmacy","open",NA,NA,NA,40.86366,-73.92533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"607",42628,NA,"Confucius Pharmacy","25 Bowery St","New York","NY",100026702,NA,"Pharmacy","not participating",NA,NA,NA,40.71476,-73.99659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"608",42634,NA,"Nucare Pharmacy & Surgical","250 9th Ave","New York","NY",100016602,NA,"Pharmacy","not participating",NA,NA,NA,40.74757,-74.00032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"609",42645,NA,"Callen-Lorde Community Pharmacy","356 W 18th St","New York","NY",100114401,NA,"Pharmacy","open",NA,NA,NA,40.74314,-74.00305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"610",42649,NA,"Broadway Chemists","2345 Broadway","New York","NY",10024,NA,"Pharmacy","open",NA,NA,NA,40.78806,-73.97707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"611",42666,NA,"Healthcare Pharmacy","1825 Madison Avenue","New York","NY",10035,NA,"Pharmacy","open",NA,NA,NA,40.80155,-73.94352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"612",42677,NA,"Nyu Hospital Center Pharmacy","530 1st Ave Hcc 110","New York","NY",100166402,NA,"Pharmacy","open",NA,NA,NA,40.74159,-73.97485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"613",42698,NA,"Duane Reade #14115","51 West 51st Street","New York","NY",10019,NA,"Pharmacy","unknown",NA,NA,NA,40.76013,-73.97879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"614",42711,NA,"Raysol Drugs Inc","1870 Lexington Ave","New York","NY",100292003,NA,"Pharmacy","open",NA,NA,NA,40.79844,-73.94193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"615",42720,NA,"Farmacia San Rafael","1479 St Nicholas Ave","New York","NY",100334002,NA,"Pharmacy","open",NA,NA,NA,40.85129,-73.93476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"616",42732,NA,"Uno Pharmacy","1544 A St Nicholas Ave","New York","NY",10040,NA,"Pharmacy","not participating",NA,NA,NA,40.85869,-73.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"617",42733,NA,"Melbran Pharmacy","605 W 168th St","New York","NY",100323703,NA,"Pharmacy","unknown",NA,NA,NA,40.84143,-73.94028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"618",42754,NA,"Duane Reade #14117","41 East 58th St","New York","NY",10022,NA,"Pharmacy","closed",NA,NA,NA,40.76472,-73.97581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"619",42758,NA,"Avenue C Pharmacy","178 Ave C","New York","NY",10009,NA,"Pharmacy","open",NA,NA,NA,40.72775,-73.9804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"620",42774,NA,"Town Drug","501 W 113 St","New York","NY",10025,NA,"Pharmacy","open",NA,NA,NA,40.8051,-73.96271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"621",42785,NA,"Levitt Pharmacy","407 Grand St","New York","NY",10002,NA,"Pharmacy","open",NA,NA,NA,40.71593,-73.98725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"622",42788,NA,"Village Apothecary","346 Bleecker St","New York","NY",100142980,NA,"Pharmacy","open",NA,NA,NA,40.73392,-74.00465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"623",42798,NA,"Caribe Pharmacy","146 Nagle Ave","New York","NY",10040,NA,"Pharmacy","not participating",NA,NA,NA,40.86139,-73.92594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"624",42811,NA,"Duane Reade #14119","525 7th Ave","New York","NY",10018,NA,"Pharmacy","not participating",NA,NA,NA,40.75364,-73.98848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"625",42827,NA,"Battery Park Pharmacy","327 S End Ave","New York","NY",102801002,NA,"Pharmacy","not participating",NA,NA,NA,40.71052,-74.0164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"626",42837,NA,"Suba Pharmaceutical Pharmacy","2721 Broadway","New York","NY",100253940,NA,"Pharmacy","not participating",NA,NA,NA,40.79999,-73.96842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
