"","X","drg_definition","id.x","name","address","city","state","zip","hospital_referral_region_hrr_description","total_discharges","average_covered_charges","average_total_payments","average_medicare_payments","county","ny_metro"
"2711",113562,"291 - Heart Failure & Shock W Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",45,158995.44,16147.56,14206.62,"Hudson","Y"
"2712",113563,"292 - Heart Failure & Shock W Cc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",17,90180.24,9765.18,8506.82,"Hudson","Y"
"2713",113564,"293 - Heart Failure & Shock W/O Cc/Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",13,92271.31,7359.15,5890.23,"Hudson","Y"
"2714",113565,"308 - Cardiac Arrhythmia & Conduction Disorders W Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",14,112813.64,11937.5,10466.5,"Hudson","Y"
"2715",113566,"309 - Cardiac Arrhythmia & Conduction Disorders W Cc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",12,107939.42,8485.5,7116.58,"Hudson","Y"
"2716",113567,"310 - Cardiac Arrhythmia & Conduction Disorders W/O Cc/Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",11,87276.45,6478,4875.36,"Hudson","Y"
"2717",113568,"312 - Syncope & Collapse",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",23,91396.83,8241.91,6728.35,"Hudson","Y"
"2718",113569,"313 - Chest Pain",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",25,70929.4,7244.56,5927.88,"Hudson","Y"
"2719",113570,"392 - Esophagitis, Gastroent & Misc Digest Disorders W/O Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",37,86602.68,8018.89,6410.89,"Hudson","Y"
"2720",113571,"470 - Major Joint Replacement Or Reattachment Of Lower Extremity W/O Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",33,172184.52,20804.12,17314.33,"Hudson","Y"
"2721",113572,"552 - Medical Back Problems W/O Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",11,83571.64,13448.82,6760.36,"Hudson","Y"
"2722",113573,"603 - Cellulitis W/O Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",17,103235.24,9077.06,7523.35,"Hudson","Y"
"2723",113574,"641 - Misc Disorders Of Nutrition,Metabolism,Fluids/Electrolytes W/O Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",21,103435.67,7978.57,6409.05,"Hudson","Y"
"2724",113575,"682 - Renal Failure W Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",12,277651.67,21557.83,18758.75,"Hudson","Y"
"2725",113576,"683 - Renal Failure W Cc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",12,109533.75,9819.83,8461.58,"Hudson","Y"
"2726",113577,"690 - Kidney & Urinary Tract Infections W/O Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",30,98337.73,8463.93,6955.97,"Hudson","Y"
"2727",113578,"812 - Red Blood Cell Disorders W/O Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",20,100199.75,9662.4,7572.35,"Hudson","Y"
"2728",113579,"847 - Chemotherapy W/O Acute Leukemia As Secondary Diagnosis W Cc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",47,81571.83,12269.98,11803,"Hudson","Y"
"2729",113580,"871 - Septicemia Or Severe Sepsis W/O Mv >96 Hours W Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",78,186761.28,17429.27,15213.33,"Hudson","Y"
"2730",113581,"872 - Septicemia Or Severe Sepsis W/O Mv >96 Hours W/O Mcc",310040,"Carepoint Health-Hoboken University Medical Center","308 WILLOW AVE","Hoboken","NJ",7030,"NJ - Hackensack",37,137669.3,11336.32,8822.16,"Hudson","Y"
"2731",113746,"057 - Degenerative Nervous System Disorders W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",11,97372.64,8034.82,6737.45,"Mercer","Y"
"2732",113747,"065 - Intracranial Hemorrhage Or Cerebral Infarction W Cc Or Tpa In 24 Hrs",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",15,125332.4,7458.13,5840.47,"Mercer","Y"
"2733",113748,"101 - Seizures W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",13,78026.77,5944.69,4845.15,"Mercer","Y"
"2734",113749,"177 - Respiratory Infections & Inflammations W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",49,179582.41,12798,11859.08,"Mercer","Y"
"2735",113750,"178 - Respiratory Infections & Inflammations W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",18,164769,10516.61,9410.72,"Mercer","Y"
"2736",113751,"189 - Pulmonary Edema & Respiratory Failure",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",21,225774.71,9579.62,7728.57,"Mercer","Y"
"2737",113752,"190 - Chronic Obstructive Pulmonary Disease W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",44,134680.77,8475.45,6896.23,"Mercer","Y"
"2738",113753,"191 - Chronic Obstructive Pulmonary Disease W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",27,112172.59,7245.93,4936.44,"Mercer","Y"
"2739",113754,"192 - Chronic Obstructive Pulmonary Disease W/O Cc/Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",11,101629.45,5640.36,4028.64,"Mercer","Y"
"2740",113755,"193 - Simple Pneumonia & Pleurisy W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",46,152395.63,9911.46,8372.15,"Mercer","Y"
"2741",113756,"194 - Simple Pneumonia & Pleurisy W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",56,115347.61,6871.34,5564.05,"Mercer","Y"
"2742",113757,"202 - Bronchitis & Asthma W Cc/Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",13,136728.46,6891.08,4833.62,"Mercer","Y"
"2743",113758,"252 - Other Vascular Procedures W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",19,320516.26,22413.95,19888.37,"Mercer","Y"
"2744",113759,"280 - Acute Myocardial Infarction, Discharged Alive W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",24,149015.92,10501.54,8515.88,"Mercer","Y"
"2745",113760,"281 - Acute Myocardial Infarction, Discharged Alive W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",15,131617.87,6957.07,6094.2,"Mercer","Y"
"2746",113761,"282 - Acute Myocardial Infarction, Discharged Alive W/O Cc/Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",13,63696.54,5511.85,4782.46,"Mercer","Y"
"2747",113762,"286 - Circulatory Disorders Except Ami, W Card Cath W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",16,324961.06,18076.88,16193.62,"Mercer","Y"
"2748",113763,"287 - Circulatory Disorders Except Ami, W Card Cath W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",19,176759.11,8390.89,6710.16,"Mercer","Y"
"2749",113764,"291 - Heart Failure & Shock W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",85,173059.6,10632.24,9416.08,"Mercer","Y"
"2750",113765,"292 - Heart Failure & Shock W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",46,129645.59,7132.87,5838.46,"Mercer","Y"
"2751",113766,"300 - Peripheral Vascular Disorders W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",13,109028,6878.85,5631.46,"Mercer","Y"
"2752",113767,"303 - Atherosclerosis W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",11,65811,4868.09,4100.18,"Mercer","Y"
"2753",113768,"308 - Cardiac Arrhythmia & Conduction Disorders W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",42,177822.83,10414.57,7689.45,"Mercer","Y"
"2754",113769,"309 - Cardiac Arrhythmia & Conduction Disorders W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",28,88578.57,5968.79,4558.79,"Mercer","Y"
"2755",113770,"310 - Cardiac Arrhythmia & Conduction Disorders W/O Cc/Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",19,94268.47,4368.53,3051.63,"Mercer","Y"
"2756",113771,"312 - Syncope & Collapse",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",19,105216.84,5740.74,4699.26,"Mercer","Y"
"2757",113772,"329 - Major Small & Large Bowel Procedures W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",21,588256.24,40450.29,38946.86,"Mercer","Y"
"2758",113773,"330 - Major Small & Large Bowel Procedures W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",22,222914.45,18497.41,15761.45,"Mercer","Y"
"2759",113774,"371 - Major Gastrointestinal Disorders & Peritoneal Infections W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",14,180850.29,13030.29,12087,"Mercer","Y"
"2760",113775,"377 - G.i. Hemorrhage W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",24,229396.75,14687.92,13782.12,"Mercer","Y"
"2761",113776,"378 - G.i. Hemorrhage W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",34,122004.71,8391.91,5457.21,"Mercer","Y"
"2762",113777,"389 - G.i. Obstruction W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",11,107927.09,6344.18,5152,"Mercer","Y"
"2763",113778,"392 - Esophagitis, Gastroent & Misc Digest Disorders W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",36,101339.92,5522.56,4465.06,"Mercer","Y"
"2764",113779,"394 - Other Digestive System Diagnoses W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",14,97441.29,6908.71,5400.36,"Mercer","Y"
"2765",113780,"460 - Spinal Fusion Except Cervical W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",18,188271.72,25925.67,24638.06,"Mercer","Y"
"2766",113781,"470 - Major Joint Replacement Or Reattachment Of Lower Extremity W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",109,137967.12,13623.83,11929.64,"Mercer","Y"
"2767",113782,"481 - Hip & Femur Procedures Except Major Joint W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",13,185682.15,13640.77,12226.31,"Mercer","Y"
"2768",113783,"552 - Medical Back Problems W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",18,111414.72,8375.33,4651.11,"Mercer","Y"
"2769",113784,"602 - Cellulitis W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",17,202981.47,13588.94,10952.59,"Mercer","Y"
"2770",113785,"603 - Cellulitis W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",40,93988.1,6635.78,4815.65,"Mercer","Y"
"2771",113786,"638 - Diabetes W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",23,129460.96,6982.09,4910.35,"Mercer","Y"
"2772",113787,"640 - Misc Disorders Of Nutrition,Metabolism,Fluids/Electrolytes W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",26,112737.58,8174.92,7227.38,"Mercer","Y"
"2773",113788,"641 - Misc Disorders Of Nutrition,Metabolism,Fluids/Electrolytes W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",13,97686.92,5415,4604.31,"Mercer","Y"
"2774",113789,"682 - Renal Failure W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",27,151959.78,10374.81,9442.3,"Mercer","Y"
"2775",113790,"683 - Renal Failure W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",23,120395.09,6737.52,5770.52,"Mercer","Y"
"2776",113791,"689 - Kidney & Urinary Tract Infections W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",38,139164.24,8688.26,7373.47,"Mercer","Y"
"2777",113792,"690 - Kidney & Urinary Tract Infections W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",46,104468.74,5771.2,4503.15,"Mercer","Y"
"2778",113793,"698 - Other Kidney & Urinary Tract Diagnoses W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",18,146832.67,10858.44,10251.67,"Mercer","Y"
"2779",113794,"699 - Other Kidney & Urinary Tract Diagnoses W Cc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",13,123328.15,7816.85,5921.69,"Mercer","Y"
"2780",113795,"812 - Red Blood Cell Disorders W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",15,105400.93,6303.33,4219.93,"Mercer","Y"
"2781",113796,"853 - Infectious & Parasitic Diseases W O.r. Procedure W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",13,462543.62,39112.62,38039.23,"Mercer","Y"
"2782",113797,"871 - Septicemia Or Severe Sepsis W/O Mv >96 Hours W Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",88,241367.81,13279.51,11324.69,"Mercer","Y"
"2783",113798,"872 - Septicemia Or Severe Sepsis W/O Mv >96 Hours W/O Mcc",310044,"Capital Health Medical Center - Hopewell","ONE CAPITAL WAY","Pennington","NJ",8534,"PA - Philadelphia",26,125408.04,8345.27,5810.08,"Mercer","Y"
"2784",113799,"039 - Extracranial Procedures W/O Cc/Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",30,32849.5,8257.7,6177.87,"Bergen","Y"
"2785",113800,"057 - Degenerative Nervous System Disorders W/O Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",25,65354.6,9405.28,7765.64,"Bergen","Y"
"2786",113801,"064 - Intracranial Hemorrhage Or Cerebral Infarction W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",21,123263.33,14998.33,13292.81,"Bergen","Y"
"2787",113802,"065 - Intracranial Hemorrhage Or Cerebral Infarction W Cc Or Tpa In 24 Hrs",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",79,59103.99,8755.95,6974.35,"Bergen","Y"
"2788",113803,"066 - Intracranial Hemorrhage Or Cerebral Infarction W/O Cc/Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",15,43307.13,6610.47,4527.13,"Bergen","Y"
"2789",113804,"069 - Transient Ischemia",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",43,43899.72,6288.07,4910.53,"Bergen","Y"
"2790",113805,"071 - Nonspecific Cerebrovascular Disorders W Cc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",12,43576.33,8012,6775.33,"Bergen","Y"
"2791",113806,"074 - Cranial & Peripheral Nerve Disorders W/O Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",21,47563.57,7738.14,6399.81,"Bergen","Y"
"2792",113807,"085 - Traumatic Stupor & Coma, Coma <1 Hr W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",11,98835.45,14829.73,12497.91,"Bergen","Y"
"2793",113808,"086 - Traumatic Stupor & Coma, Coma <1 Hr W Cc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",18,63854.94,11286.06,7514.5,"Bergen","Y"
"2794",113809,"087 - Traumatic Stupor & Coma, Coma <1 Hr W/O Cc/Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",13,28615,7781.69,5086.08,"Bergen","Y"
"2795",113810,"091 - Other Disorders Of Nervous System W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",11,63820.27,12539.64,10993.73,"Bergen","Y"
"2796",113811,"092 - Other Disorders Of Nervous System W Cc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",18,62880.72,7706.94,6274.83,"Bergen","Y"
"2797",113812,"093 - Other Disorders Of Nervous System W/O Cc/Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",15,39294.2,6084.73,4571.07,"Bergen","Y"
"2798",113813,"100 - Seizures W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",20,82901.75,13383.4,10960.75,"Bergen","Y"
"2799",113814,"101 - Seizures W/O Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",20,55684.45,6774.15,5487.75,"Bergen","Y"
"2800",113815,"149 - Dysequilibrium",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",31,38580.13,5821.81,4286.1,"Bergen","Y"
"2801",113816,"153 - Otitis Media & Uri W/O Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",28,44439.79,6077.25,4718.61,"Bergen","Y"
"2802",113817,"164 - Major Chest Procedures W Cc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",17,201083,19150.76,17756,"Bergen","Y"
"2803",113818,"166 - Other Resp System O.r. Procedures W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",13,238037.62,31062,28621.08,"Bergen","Y"
"2804",113819,"167 - Other Resp System O.r. Procedures W Cc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",11,146726,16047.18,12538.27,"Bergen","Y"
"2805",113820,"176 - Pulmonary Embolism W/O Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",18,65929.22,7931.11,6009.17,"Bergen","Y"
"2806",113821,"177 - Respiratory Infections & Inflammations W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",32,134110.12,15649.06,14031.19,"Bergen","Y"
"2807",113822,"178 - Respiratory Infections & Inflammations W Cc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",31,91193.1,11226.52,9310.26,"Bergen","Y"
"2808",113823,"189 - Pulmonary Edema & Respiratory Failure",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",23,77534.43,10230.26,8096.35,"Bergen","Y"
"2809",113824,"190 - Chronic Obstructive Pulmonary Disease W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",115,90495.72,10045.96,8341.26,"Bergen","Y"
"2810",113825,"191 - Chronic Obstructive Pulmonary Disease W Cc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",43,65533.63,7746.21,6176.42,"Bergen","Y"
"2811",113826,"192 - Chronic Obstructive Pulmonary Disease W/O Cc/Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",22,41656.59,6270.95,4683.64,"Bergen","Y"
"2812",113827,"193 - Simple Pneumonia & Pleurisy W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",38,85855.5,11660.26,9365.05,"Bergen","Y"
"2813",113828,"194 - Simple Pneumonia & Pleurisy W Cc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",48,57884.08,7952.1,6293.08,"Bergen","Y"
"2814",113829,"195 - Simple Pneumonia & Pleurisy W/O Cc/Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",32,38871.25,5951.31,4562.91,"Bergen","Y"
"2815",113830,"202 - Bronchitis & Asthma W Cc/Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",34,57719.09,7649.62,6063.09,"Bergen","Y"
"2816",113831,"208 - Respiratory System Diagnosis W Ventilator Support <=96 Hours",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",20,158590.35,19356.35,17586.3,"Bergen","Y"
"2817",113832,"215 - Other Heart Assist System Implant",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",11,569972.64,103094.45,101728.18,"Bergen","Y"
"2818",113833,"216 - Cardiac Valve & Oth Maj Cardiothoracic Proc W Card Cath W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",22,469436.36,75846.68,73349.82,"Bergen","Y"
"2819",113834,"217 - Cardiac Valve & Oth Maj Cardiothoracic Proc W Card Cath W Cc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",12,339747,47957.67,46102.42,"Bergen","Y"
"2820",113835,"219 - Cardiac Valve & Oth Maj Cardiothoracic Proc W/O Card Cath W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",16,422733.69,61419.75,59704.56,"Bergen","Y"
"2821",113836,"220 - Cardiac Valve & Oth Maj Cardiothoracic Proc W/O Card Cath W Cc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",23,231401.83,40029.09,38257.39,"Bergen","Y"
"2822",113837,"227 - Cardiac Defibrillator Implant W/O Cardiac Cath W/O Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",14,382846.57,42643.21,41589,"Bergen","Y"
"2823",113838,"229 - Other Cardiothoracic Procedures W/O Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",11,378924.09,40024.55,38659,"Bergen","Y"
"2824",113839,"233 - Coronary Bypass W Cardiac Cath W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",15,271076.73,50456.4,48246.73,"Bergen","Y"
"2825",113840,"234 - Coronary Bypass W Cardiac Cath W/O Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",15,205513.53,37880.4,33589.73,"Bergen","Y"
"2826",113841,"235 - Coronary Bypass W/O Cardiac Cath W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",17,238342.47,43334.41,41422.47,"Bergen","Y"
"2827",113842,"236 - Coronary Bypass W/O Cardiac Cath W/O Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",17,165754,30896.82,24518,"Bergen","Y"
"2828",113843,"242 - Permanent Cardiac Pacemaker Implant W Mcc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",14,240871.5,28814.57,23517.5,"Bergen","Y"
"2829",113844,"243 - Permanent Cardiac Pacemaker Implant W Cc",310045,"Englewood Hospital And Medical Center","350 ENGLE ST","Englewood","NJ",7631,"NJ - Hackensack",22,210949,22793.59,21528.91,"Bergen","Y"
