id,name,address,city,state,zip,telephone,type,status,population,county,country,lat,long,naics_code,naics_desc,source,sourcedate,val_date,website,alt_name,owner,beds,trauma,helipad,overall_type
27393546,Mammoth Hospital,85 Sierra Park Road,Mammoth Lakes,CA,93546,NOT AVAILABLE,General Acute Care,open,17,Mono,USA,37.643950209,-118.962328921,622110,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.mammothhospital.com,NA,Government - District/Authority,17,NA,N,hospital
5992669,Chapman Medical Center,2601 East Chapman Avenue,Orange,CA,92669,NOT AVAILABLE,General Acute Care,open,114,Orange,USA,33.788614943,-117.826413156,622110,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.chapmanmedicalcenter.com,NA,Proprietary,114,NA,N,hospital
13392708,Fountain Valley Rgnl Hosp And Med Ctr - Euclid,17100 Euclid Street,Fountain Valley,CA,92708,NOT AVAILABLE,General Acute Care,open,293,Orange,USA,33.714934772,-117.93596951,622110,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.fountainvalleyhospital.com,NA,Proprietary,293,NA,Y,hospital
46995355,Stanislaus Surgical Hospital,1421 Oakdale Road,Modesto,CA,95355,NOT AVAILABLE,General Acute Care,open,23,Stanislaus,USA,37.664801074,-120.958499923,622110,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.stanislaussurgical.com,NA,Proprietary,23,NA,N,hospital
3480218,Kindred Hospital-Denver,1920 High St,Denver,CO,80218,(303) 320-5871,General Acute Care,open,68,Denver,USA,39.746336,-104.964522,622110,General Medical And Surgical Hospitals,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,2018-08-13T00:00:00.000Z,2013-12-13T00:00:00.000Z,http://www.kh-denver.com,NA,Proprietary,68,NA,N,hospital
4080124,Sky Ridge Medical Center,10101 Ridge Gate Parkway,Lone Tree,CO,80124,(720) 225-1000,General Acute Care,open,184,Douglas,USA,39.529089958,-104.871182399,622110,General Medical And Surgical Hospitals,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,2018-08-13T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.skyridgemedcenter.com,NA,Proprietary,184,LEVEL II,Y,hospital
1581073,Southeast Colorado Hospital,373 E Tenth Ave,Springfield,CO,81073,(719) 523-4501,Critical Access,open,79,Baca,USA,37.4043703840001,-102.612282911,622110,General Medical And Surgical Hospitals,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,2018-08-13T00:00:00.000Z,2013-12-13T00:00:00.000Z,http://www.sechosp.org,NA,Government - District/Authority,79,NA,N,hospital
35493258,Porterville Developmental Center,26501 Avenue 140,Porterville,CA,93258,NOT AVAILABLE,General Acute Care,open,1226,Tulare,USA,36.0397712180001,-118.983418775,622110,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.dds.ca.gov/porterville/,NA,Government - State,1226,NA,N,hospital
12330078,Eastside Medical Center,1700 Medical Way,Snellville,GA,30078,(770) 979-0200,General Acute Care,open,247,Gwinnett,USA,33.877568549,-84.021073872,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://eastsidemedical.com,NA,Proprietary,247,NA,Y,hospital
10630116,Bowdon Area Hospital And Rehab Center,501 Mitchell Avenue,Bowdon,GA,30116,(770) 258-7207,General Acute Care,closed,41,Carroll,USA,33.53488751,-85.2628957759999,622110,General Medical And Surgical Hospitals,http://167.193.144.247/,2012-11-24T00:00:00.000Z,2014-02-10T00:00:00.000Z,NOT AVAILABLE,NA,Not Available,41,NA,N,hospital
1330439,Candler County Hospital,400 Cedar Road,Metter,GA,30439,NOT AVAILABLE,Critical Access,open,25,Candler,USA,32.4071325250001,-82.065524209,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.candlercountyhospital.com,NA,Government - District/Authority,25,NA,Y,hospital
19330308,Charter Behavioral Health System Of Atlanta,811 Juniper Street Ne,Atlanta,GA,30308,(404) 881-5800,Psychiatric,closed,36,Fulton,USA,33.7763371200001,-84.382492724,622210,"Hospitals, Psychiatric (Except Convalescent)",http://167.193.144.247/,2012-11-24T00:00:00.000Z,2014-02-10T00:00:00.000Z,NOT AVAILABLE,NA,Proprietary,36,NA,N,hospital
21230308,Select Specialty Hospital - Atlanta,"550 Peachtree Street, Ne",Atlanta,GA,30308,NOT AVAILABLE,Long Term Care,closed,30,Fulton,USA,33.7693198790001,-84.3855536199999,622310,"Extended Care Hospitals (Except Mental, Substance Abuse)",http://167.193.144.247/,2016-10-06T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.selectspecialtyhospitals.com/company/locations/atlanta.aspx,NA,Proprietary,30,NA,Y,hospital
1631024,Putnam General Hospital,101 Lake Oconee Parkway,Eatonton,GA,31024,NOT AVAILABLE,Critical Access,open,25,Putnam,USA,33.3358661950001,-83.370945622,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2013-10-14T00:00:00.000Z,http://www.putnamgeneral.com,NA,Government - District/Authority,25,NA,Y,hospital
11831768,Colquitt Regional Medical Center,"3131 Thomasville Hwy, Box 40",Moultrie,GA,31768,(229) 891-9338,General Acute Care,open,99,Colquitt,USA,31.125630098,-83.7803788539999,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.colquittregional.com,NA,Government - District/Authority,99,NA,Y,hospital
10030417,Evans Memorial Hospital,200 North River Street,Claxton,GA,30417,(912) 739-5105,General Acute Care,open,49,Evans,USA,32.1658831440001,-81.899024445,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.evansmemorialhospital.org,NA,Government - District/Authority,49,NA,Y,hospital
13931709,Sumter Regional Hospital,100 Wheatley Dr,Americus,GA,31709,(229) 924-6011,General Acute Care,closed,143,Sumter,USA,32.057204029,-84.219945673,622110,General Medical And Surgical Hospitals,http://167.193.144.247/,2012-11-24T00:00:00.000Z,2013-10-15T00:00:00.000Z,http://www.sumterregionalintranet.org/,NA,Proprietary,143,NA,N,hospital
3730680,Barrow Medical Center,316 North Broad Street,Winder,GA,30680,NOT AVAILABLE,General Acute Care,open,56,Barrow,USA,34.0043256120001,-83.7081659789999,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2013-10-15T00:00:00.000Z,http://www.barrowregional.com,NA,Proprietary,56,NA,Y,hospital
6331737,Miller County Hospital,209 North Cuthbert Street,Colquitt,GA,31737,NOT AVAILABLE,Critical Access,open,25,Miller,USA,31.1754823090001,-84.735018316,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2013-10-15T00:00:00.000Z,http://www.millercountyhospital.com,NA,Government - District/Authority,25,NA,N,hospital
2330012,Rockdale Hospital And Health System,1412 Milstead Avenue Ne,Conyers,GA,30012,NOT AVAILABLE,General Acute Care,open,146,Rockdale,USA,33.6807238280001,-84.001575245,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.rockdalemedicalcenter.org,NA,Proprietary,146,NA,Y,hospital
6431830,Warm Springs Medical Center,5995 Spring Street,Warm Springs,GA,31830,NOT AVAILABLE,General Acute Care,open,104,Meriwether,USA,32.8896318980001,-84.683742464,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2013-10-17T00:00:00.000Z,http://www.warmspringsmc.org,NA,Government - District/Authority,104,NA,N,hospital
8630434,Jefferson Hospital,1067 Peachtree Street,Louisville,GA,30434,NOT AVAILABLE,General Acute Care,open,37,Jefferson,USA,33.009867494,-82.405545791,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.jeffersonhosp.com,NA,Government - Local,37,NA,Y,hospital
9731539,Jeff Davis Hospital,"163 South Tallahssee, P O Box 1690",Hazlehurst,GA,31539,NOT AVAILABLE,General Acute Care,open,25,Jeff Davis,USA,31.8572098610001,-82.607146961,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.jeffdavishospital.org/getpage.php?name=2013HF,NA,Government - District/Authority,25,NA,Y,hospital
2830512,Union General Hospital,35 Hospital Circle,Blairsville,GA,30512,NOT AVAILABLE,General Acute Care,open,45,Union,USA,34.8861000000001,-83.9623,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.uniongeneralhospital.com,NA,Government - District/Authority,45,NA,Y,hospital
4930442,Optim Medical Center Jenkins,931 East Winthrope Avenue,Millen,GA,30442,NOT AVAILABLE,Critical Access,open,25,Jenkins,USA,32.804239508,-81.9345370899999,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://jenkins.optimhealth.com/,jenkins county hospital,Proprietary,25,NA,N,hospital
156546202,Indiana University Health,1701 N Senate Blvd,Indianapolis,IN,46202,(317) 962-5900,General Acute Care,open,1244,Marion,USA,39.789801115,-86.163100641,622110,General Medical And Surgical Hospitals,http://www.in.gov/isdh/reports/QAMIS/hosdir,2018-08-16T00:00:00.000Z,2016-04-27T00:00:00.000Z,http://www.iuhealth.org,methodist,Non-Profit,1244,LEVEL I,Y,hospital
20070001,Tulane - Lakeside Hospital,4700 S I 10 Service Rd W,Metairie,LA,70001,(504) 780-8282,General Acute Care,open,NA,Jefferson,USA,29.9967562470001,-90.186633762,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2013-10-04T00:00:00.000Z,http://tulanehealthcare.com/tulanelakeside/,NA,Proprietary,NA,NA,N,hospital
18370130,St. Charles Surgical Hospital,1717 St. Charles Ave,New Orleans,LA,70130,(504) 529-6600,General Acute Care,open,NA,Orleans,USA,29.9375172250001,-90.077130921,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2013-10-04T00:00:00.000Z,http://www.scsh.com,NA,Proprietary,NA,NA,N,hospital
20170112,Tulane Medical Center,1415 Tulane Ave,New Orleans,LA,70112,(504) 988-5263,General Acute Care,open,327,Orleans,USA,29.954800113,-90.0769039149999,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.tuhc.com,NA,Proprietary,327,NA,Y,hospital
16870737,Seaside Health System,615 East Worthey Rd,Gonzales,LA,70737,(225) 621-1200,Psychiatric,closed,30,Ascension,USA,30.224533502,-90.915171013,622210,"Hospitals, Psychiatric (Except Convalescent)",http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2012-11-19T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.seasidehc.com,NA,Proprietary,30,NA,N,hospital
19070737,St. James Behavioral Health Hospital,3136 S St. Landry Road,Gonzales,LA,70737,(225) 647-7524,Psychiatric,open,10,Ascension,USA,30.2035020440001,-90.951952014,622210,Psychiatric And Substance Abuse Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://sjbhh.com/,NA,Proprietary,10,NA,N,hospital
6970538,Franklin Foundation Hospital,1097 Northwest Blvd,Franklin,LA,70538,(337) 828-0760,General Acute Care,open,22,St. Mary,USA,29.800748013,-91.523828054,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.franklinfoundation.org,NA,Government - District/Authority,22,NA,Y,hospital
14770360,Physicians Medical Center,218 Corporate Dr,Houma,LA,70360,(985) 853-1390,General Acute Care,open,10,Terrebonne,USA,29.599562298,-90.748370778,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2013-10-07T00:00:00.000Z,http://physicianshouma.com/,NA,Proprietary,10,NA,N,hospital
1470548,Abrom Kaplan Memorial Hospital,1310 W 7th St,Kaplan,LA,70548,(337) 643-8300,General Acute Care,open,35,Vermilion,USA,30.0080871660001,-92.297067684,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.lafayettegeneral.com,NA,Government - District/Authority,35,NA,Y,hospital
18870071,St. James Parish Hospital,1645 Lutcher Ave,Lutcher,LA,70071,(225) 869-5512,General Acute Care,open,20,St. James,USA,30.051870889,-90.703984476,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.sjph.org,NA,Government - District/Authority,20,NA,Y,hospital
1171301,Central Louisiana Surgical Hospital,651 N Bolton Ave,Alexandria,LA,71301,(318) 443-3511,General Acute Care,open,NA,Rapides,USA,31.3139423580001,-92.467917983,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.clshospital.com,NA,Proprietary,NA,NA,Y,hospital
8671220,Liberty Healthcare System - Bastrop,4673 Eugene Ware Blvd,Bastrop,LA,71220,(318) 281-2448,Psychiatric,open,60,Morehouse,USA,32.7809985170001,-91.94289058,622210,Psychiatric And Substance Abuse Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.libertybh.com/,NA,Proprietary,60,NA,N,hospital
20670748,Villa Feliciana Medical Complex,5002 Highway 10,Jackson,LA,70748,(225) 634-4017,General Acute Care,open,10,East Feliciana,USA,30.8354991190001,-91.158526702,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2013-10-08T00:00:00.000Z,http://www.dhh.state.la.us/,NA,Government - State,10,NA,N,hospital
6271254,East Carroll Parish Hospital,336 N Hood St,Lake Providence,LA,71254,(318) 559-4023,General Acute Care,open,11,East Carroll,USA,32.810569679,-91.172354437,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-11T00:00:00.000Z,NOT AVAILABLE,NA,Government - District/Authority,11,NA,Y,hospital
15171111,Promise Hospital Of Louisiana-Bossier City Campus,2525 Viking Dr,Bossier City,LA,71111,(318) 841-2525,Long Term Care,open,196,Bossier,USA,32.5560083890001,-93.716863672,622310,Specialty (Except Psychiatric And Substance Abuse) Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2017-12-19T00:00:00.000Z,http://promise-louisiana.com/our-culture/what-we-provide/,NA,Proprietary,196,NA,N,hospital
22271465,Hardtner Medical Center,1102 N Pine Rd,Olla,LA,71465,(318) 495-3131,General Acute Care,open,35,La Salle,USA,31.8606586220001,-92.275589672,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.hardtnermedical.com,NA,Government - District/Authority,35,NA,Y,hospital
3371351,Avoyelles Hospital,4231 Highway 1192,Marksville,LA,71351,(318) 253-8611,General Acute Care,open,35,Avoyelles,USA,31.1435451950001,-92.06294601,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.avoyelleshospital.com,NA,Proprietary,35,NA,Y,hospital
11770433,Northshore Specialty Hospital,20050 Crestwood Blvd,Covington,LA,70433,(985) 875-7525,Long Term Care,open,58,St. Tammany,USA,30.4474054200001,-90.0731256459999,622310,Specialty (Except Psychiatric And Substance Abuse) Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.northshoreltach.com,NA,Proprietary,58,NA,N,hospital
7770422,Hood Memorial Hospital,301 Walnut St,Amite,LA,70422,(985) 748-9485,General Acute Care,open,17,Tangipahoa,USA,30.7325457760001,-90.513066314,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-11T00:00:00.000Z,www.hoodmemorial.com/,NA,Government - District/Authority,17,NA,Y,hospital
13170816,Ochsner Medical Center-Baton Rouge,17000 Medical Center Dr,Baton Rouge,LA,70816,(225) 752-2470,General Acute Care,open,110,East Baton Rouge,USA,30.4425539470001,-90.999652184,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-10T00:00:00.000Z,https://www.ochsner.org/,NA,Proprietary,110,NA,Y,hospital
9170605,Lake Charles Memorial Hospital For Women,1900 W Gauthier Rd,Lake Charles,LA,70605,(337) 480-7010,Women,open,38,Calcasieu,USA,30.1406177580001,-93.247062746,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.lcmh.com/womens-hospital,NA,Proprietary,38,NA,Y,hospital
6570535,Eunice Extended Care Hospital,3879 Highway 190,Eunice,LA,70535,(337) 546-0024,Long Term Care,open,NA,St. Landry,USA,30.4961559450001,-92.37533383,622310,Specialty (Except Psychiatric And Substance Abuse) Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://lhcgroup.com/locations/eunice-extended-care-hospital,NA,Proprietary,NA,NA,N,hospital
5971052,Desoto Regional Health System,207 Jefferson St,Mansfield,LA,71052,(318) 872-4610,General Acute Care,open,NA,De Soto,USA,32.035404129,-93.708147061,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2013-10-10T00:00:00.000Z,http://www.desotoregional.com/,NA,Not Available,NA,NA,Y,hospital
5553530,Memorial Hsptl Lafayette Cty,"800 Clay St, Po Box 70",Darlington,WI,53530,(608) 776-4466,General Acute Care,open,25,Lafayette,USA,42.6836436930001,-90.110027166,622110,General Medical And Surgical Hospitals,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.memorialhospitaloflafayettecounty.org,NA,Government - Local,25,LEVEL IV,Y,hospital
7953226,Milwaukee Cty Behavioral Hlth Div,9455 W Watertown Plank Rd,Milwaukee,WI,53226,(414) 257-6995,Psychiatric,open,144,Milwaukee,USA,43.0430427950001,-88.030255586,622210,Psychiatric And Substance Abuse Hospitals,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.milwaukeecounty.org,NA,Government - Local,144,NA,N,hospital
11554848,Rusk County Mem Hsptl,900 College Ave West,Ladysmith,WI,54848,(715) 532-5561,General Acute Care,open,25,Rusk,USA,45.454668665,-91.110049867,622110,General Medical And Surgical Hospitals,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.ruskhospital.org,NA,Government - Local,25,LEVEL IV,Y,hospital
14553188,Waukesha Cty Mental Hlth Ctr,1501 Airport Rd,Waukesha,WI,53188,(262) 548-7950,Psychiatric,open,28,Waukesha,USA,43.0260652200001,-88.232807816,622210,Psychiatric And Substance Abuse Hospitals,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.waukeshacounty.gov/,NA,Government - Local,28,NA,N,hospital
4595926,Butte County Phf,592 Rio Lindo Avenue,Chico,CA,95926,NOT AVAILABLE,Psychiatric,open,16,Butte,USA,39.7545639690001,-121.847648767,622210,Psychiatric And Substance Abuse Hospitals,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.buttecounty.net/Behavioral%20Health/Psychiatric%20Health%20Facility.aspx,NA,Government - Local,16,NA,N,hospital
72091763,Montclair Hospital Medical Center,5000 San Bernardino Street,Montclair,CA,91763,NOT AVAILABLE,General Acute Care,open,102,San Bernardino,USA,34.078757766,-117.695976573,622110,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,2015-01-14T00:00:00.000Z,http://www.montclair-hospital.org/,NA,Non-Profit,102,NA,N,hospital
73491208,Usc Verdugo Hills Hospital,1812 Verdugo Boulevard,Glendale,CA,91208,(818) 790-7100,General Acute Care,open,158,Los Angeles,USA,34.2048888570001,-118.215980012,622110,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,2015-01-14T00:00:00.000Z,http://uscvhh.org/,NA,Non-Profit,158,NA,Y,hospital
82830342,Childrens Healthcare Of Atlanta At Scottish Rite,1001 Johnson Ferry Rd,Atlanta,GA,30342,(404) 785-5437,Children,open,250,Fulton,USA,33.9060816410001,-84.353951837,622110,"Children's Hospitals, General",http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2015-03-02T00:00:00.000Z,http://www.choa.org/,NA,Non-Profit,250,LEVEL II PEDIATRIC,Y,hospital
83030033,Dekalb Medical Center At North Decatur,2701 N Decatur Road,Decatur,GA,30033,(404) 501-1000,General Acute Care,open,451,Dekalb,USA,33.7910891350001,-84.2829100989999,622110,General Medical And Surgical Hospitals,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,2015-03-02T00:00:00.000Z,http://www.dekalbmedical.org/,NA,Non-Profit,451,NA,N,hospital
165270815,Woman's Hospital,100 Woman's Way,Baton Rouge,LA,70815,(225) 927-1300,Women,open,NA,East Baton Rouge,USA,30.3856553270001,-91.038050211,622110,General Medical And Surgical Hospitals,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,2015-06-01T00:00:00.000Z,http://www.womans.org,NA,Non-Profit,NA,NA,Y,hospital
17953223,Rogers Memorial Hospital Brown Deer,4600 W Schroeder Drive,Brown Deer,WI,53223,(414) 865-2500,Psychiatric,open,56,Milwaukee,USA,43.1873094050001,-87.967626196,622210,Psychiatric And Substance Abuse Hospitals,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,2016-02-03T00:00:00.000Z,https://rogershospital.org/locations/brown-deer,NA,Non-Profit,56,NA,N,hospital
58893555,Ridgecrest Regional Hospital Transitional Care & Rehabilitation,1131 No. China Lake Boulevard,Ridgecrest,CA,93555,NOT AVAILABLE,Rehabilitation,open,99,Kern,USA,35.6409004510001,-117.672631053,622310,"Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,2016-02-11T00:00:00.000Z,http://rrh.org/hospital-services/tcru/,NA,Non-Profit,99,NA,Y,hospital
12580129,Childrens Hospital Colorado South Campus,1811 Plaza Drive,Highlands Ranch,CO,80129,(720) 777-9400,Children,open,16,Douglas,USA,39.5573325030001,-105.01001289,622110,"Children's Hospitals, General",http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,2018-08-13T00:00:00.000Z,2016-03-10T00:00:00.000Z,http://www.childrenscolorado.org/about/locations/highlands-ranch,NA,Non-Profit,16,NA,Y,hospital
620010,Medstar Washington Hospital Center,110 Irving Street Nw,Washington,DC,20010,NOT AVAILABLE,General Acute Care,open,926,District Of Columbia,USA,38.9296519440001,-77.015648297,622110,General Medical And Surgical Hospitals,http://doh.dc.gov/node/173192,2018-08-14T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.whcenter.org/,NA,Non-Profit,926,LEVEL I,Y,hospital
1220037,George Washington University Hospital,900 23rd Street Nw,Washington,DC,20037,NOT AVAILABLE,General Acute Care,open,339,District Of Columbia,USA,38.901319008,-77.050636676,622110,General Medical And Surgical Hospitals,http://doh.dc.gov/node/173192,2018-08-14T00:00:00.000Z,2013-12-05T00:00:00.000Z,http://gwhospital.com/,NA,Proprietary,339,LEVEL I,N,hospital
1320016,Psychiatric Institute Of Washington,4228 Wisconsin Avenue Nw,Washington,DC,20016,NOT AVAILABLE,Psychiatric,open,75,District Of Columbia,USA,38.9439026220001,-77.077962441,622110,General Medical And Surgical Hospitals,http://doh.dc.gov/node/173192,2018-08-14T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.psychinstitute.com/,NA,Proprietary,75,NA,Y,hospital
35733472,Bethesda Hospital West,9655 W Boynton Beach Blvd,Boynton Beach,FL,33472,(561) 737-7733,General Acute Care,open,401,Palm Beach,USA,26.5297280450001,-80.199767724,622110,General Medical And Surgical Hospitals,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,2016-04-06T00:00:00.000Z,http://www.bethesdawest.org/,NA,Non-Profit,401,NA,Y,hospital
4134601,Bayfront Health Brooksville,17240 Cortez Blvd,Brooksville,FL,34601,(352) 796-5111,General Acute Care,open,120,Hernando,USA,28.5388338240001,-82.443491598,622110,General Medical And Surgical Hospitals,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,2014-02-10T00:00:00.000Z,www.bayfrontbrooksville.com,NA,Proprietary,120,NA,Y,hospital
44332542,96th Medical Group-Eglin Hospital,307 Boatner Rd,Eglin Afb,FL,32542,(850) 883-8600,Military,open,NA,Okaloosa,USA,30.4608398550001,-86.555232652,622110,General Medical And Surgical Hospitals,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.eglin.af.mil/units/eglinhospital.asp,NA,Government - Federal,NA,NA,Y,hospital
30133012,Larkin Community Hospital Palm Springs Campus,1475 W 49th St,Hialeah,FL,33012,(305) 558-2500,General Acute Care,open,247,Miami-Dade,USA,25.868542426,-80.312269678,622110,General Medical And Surgical Hospitals,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,2013-11-08T00:00:00.000Z,http://www.psghosp.com,NA,Proprietary,247,NA,N,hospital
