Code,Item,Group,Region_Number,Region_Name,State_Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Average_Annual_Percent_Growth
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Alabama,110,141,170,188,199,205,257,376,388,441,511,547,591,625,643,787,804,803,895,815,606,595,652,725,8.5
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,8,Far West,Alaska,44,50,60,68,79,89,95,99,107,119,130,147,147,163,174,177,178,185,230,254,308,310,294,323,9
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,6,Southwest,Arizona,116,143,258,288,304,358,400,418,494,475,637,779,909,1003,1125,1200,1261,1388,1550,1585,1455,1457,1524,1768,12.6
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Arkansas,125,170,182,191,214,225,238,270,289,298,354,417,441,561,578,659,657,748,780,527,569,555,544,846,8.7
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,8,Far West,California,1105,1319,1530,1630,1701,1842,2359,2274,2354,2666,3046,3441,3239,3132,3195,3639,4086,4106,4539,5845,5920,5965,6996,9077,9.6
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Colorado,116,134,146,154,186,193,204,201,225,247,272,308,349,367,393,405,376,384,473,479,538,590,722,1076,10.2
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,1,New England,Connecticut,71,90,108,121,134,120,99,103,105,121,130,141,162,182,195,249,292,321,385,509,603,626,683,791,11.1
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,2,Mideast,Delaware,12,14,18,26,42,51,42,54,57,68,69,59,61,68,80,102,115,154,180,197,216,261,263,270,14.4
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,2,Mideast,District of Columbia,58,62,66,73,83,82,77,99,109,134,131,172,158,272,232,244,279,366,341,328,383,401,476,525,10.1
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Florida,417,531,615,635,665,630,639,679,696,780,925,1129,1208,1481,1593,1464,1590,1734,2128,2265,2359,2506,2571,2998,9
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Georgia,313,396,452,528,592,545,537,553,529,540,590,724,717,994,868,939,867,991,1007,1118,1141,1161,1041,1570,7.3
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,8,Far West,Hawaii,36,43,50,68,98,100,98,96,96,102,94,96,104,130,195,174,186,233,267,268,260,254,306,379,10.7
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Idaho,28,35,39,42,44,48,48,55,64,79,95,102,124,160,176,187,196,196,215,248,279,238,236,206,9.1
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Illinois,240,349,363,394,424,391,380,389,427,491,520,589,619,554,751,727,899,1018,1139,1391,1346,1348,1616,1994,9.6
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Indiana,204,273,313,283,210,189,170,171,184,214,248,362,275,397,704,768,730,751,879,781,801,969,1030,1142,7.8
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,4,Plains,Iowa,93,105,106,106,115,106,97,102,100,110,143,159,175,221,256,265,271,299,323,298,332,359,409,530,7.8
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,4,Plains,Kansas,63,77,97,109,92,74,52,50,53,67,77,83,102,111,130,142,163,193,231,223,243,266,340,402,8.4
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Kentucky,256,345,369,363,347,345,415,386,413,437,472,551,565,621,687,665,736,770,821,862,850,1116,1433,1845,9
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Louisiana,239,285,334,368,366,308,307,301,321,321,340,404,452,516,518,523,571,684,764,797,793,747,742,895,5.9
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,1,New England,Maine,43,52,56,62,72,70,77,83,104,113,140,162,201,214,174,261,244,258,270,258,335,439,412,390,10.1
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,2,Mideast,Maryland,203,267,224,249,259,231,217,151,326,296,309,341,397,440,469,511,491,473,830,597,603,655,742,941,6.9
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,1,New England,Massachusetts,297,329,307,333,374,377,491,581,644,696,764,803,787,769,773,822,868,945,1011,1108,1199,1200,1356,1632,7.7
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Michigan,443,521,598,687,704,749,832,850,584,580,685,819,821,1013,1002,1077,1337,1550,1346,1522,1778,1730,1959,2372,7.6
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,4,Plains,Minnesota,118,133,150,121,132,142,179,169,183,209,229,276,273,349,379,414,462,478,594,606,720,801,913,1114,10.3
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Mississippi,135,156,181,222,248,231,214,215,228,259,322,350,365,427,400,410,432,442,460,398,442,466,436,452,5.4
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,4,Plains,Missouri,108,123,129,145,153,159,157,176,193,217,257,311,355,430,478,453,495,554,648,620,649,726,743,702,8.5
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Montana,30,36,39,36,36,43,41,40,35,45,53,52,53,62,68,72,70,74,79,73,72,72,84,90,5
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,4,Plains,Nebraska,51,63,72,72,77,76,74,80,100,96,114,149,162,163,173,212,217,202,210,205,224,239,202,116,3.7
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,8,Far West,Nevada,31,51,52,46,50,51,51,71,62,59,78,95,94,122,136,137,144,136,142,163,168,197,204,405,11.8
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,1,New England,New Hampshire,28,41,54,62,76,89,101,114,121,126,131,139,145,151,159,166,176,187,207,208,207,117,88,118,6.5
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,2,Mideast,New Jersey,135,162,200,220,268,291,275,278,246,257,299,319,346,407,471,553,562,694,775,797,854,908,1043,1620,11.4
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,6,Southwest,New Mexico,63,81,89,98,105,121,129,125,131,119,135,123,143,167,152,213,218,266,323,347,385,490,568,515,9.6
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,2,Mideast,New York,846,1030,1285,1376,1524,1690,1811,1956,2043,2331,2378,2492,2706,2606,2669,2720,2613,2628,2943,3114,3294,3777,4543,6119,9
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,North Carolina,270,334,391,445,535,581,664,737,682,835,1013,1051,1175,1368,1463,1296,1198,1300,1420,1355,1526,1685,1898,2096,9.3
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,4,Plains,North Dakota,19,23,26,24,22,25,28,30,30,33,33,40,35,43,47,42,47,44,55,61,61,63,64,96,7.3
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Ohio,310,395,452,493,558,631,724,604,627,740,598,678,726,862,903,987,965,964,1108,1041,1238,1136,1372,2115,8.7
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,6,Southwest,Oklahoma,87,100,101,97,101,96,91,100,110,153,195,179,260,316,409,494,518,600,740,814,907,975,1019,1012,11.3
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,8,Far West,Oregon,62,76,92,118,142,152,183,187,245,335,358,400,369,367,383,318,299,342,485,514,556,480,548,833,11.9
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,2,Mideast,Pennsylvania,235,272,322,364,424,451,418,344,391,400,422,482,527,854,1137,1329,1363,1330,1464,1958,1809,1856,1900,1747,9.1
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,1,New England,Rhode Island,11,15,19,28,23,20,15,18,19,21,21,25,27,40,43,55,62,74,73,100,95,98,95,199,13.5
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,South Carolina,154,185,215,243,273,291,312,346,384,413,528,588,678,715,713,743,739,830,863,919,742,781,789,845,7.7
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,4,Plains,South Dakota,22,27,30,33,36,37,35,44,55,61,62,72,83,91,89,108,108,111,134,141,139,150,162,163,9.1
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Tennessee,328,381,417,434,488,471,529,612,654,796,897,927,906,911,1021,895,1053,1155,1074,1466,1575,1719,1904,1769,7.6
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,6,Southwest,Texas,635,677,703,814,881,884,780,800,829,842,934,1061,1175,1605,1663,1667,1917,1995,2343,2502,2905,2772,2972,3507,7.7
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Utah,63,82,89,95,116,144,147,179,201,214,220,232,256,258,301,306,312,315,337,258,241,247,364,359,7.9
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,1,New England,Vermont,23,29,30,31,34,35,40,41,49,56,68,70,75,82,106,151,164,167,190,198,204,244,275,280,11.4
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Virginia,183,221,249,258,272,268,281,265,261,256,264,272,296,355,377,426,440,529,559,638,654,658,763,817,6.7
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,8,Far West,Washington,260,324,372,419,487,524,528,515,556,598,676,776,717,555,656,805,892,963,954,1015,1112,1183,1308,1977,9.2
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,5,Southeast,West Virginia,120,222,263,213,191,180,172,185,160,186,186,187,207,222,229,253,229,233,313,251,267,262,309,461,6
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Wisconsin,139,165,181,196,206,199,174,167,188,211,242,302,378,409,474,492,555,668,977,1128,1134,1050,1008,1286,10.1
3,Medicaid/Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Wyoming,16,19,21,26,27,28,29,28,27,30,36,42,50,57,61,72,77,81,89,93,87,73,91,88,7.6
4,Medicaid/Other Professional Services (Millions of Dollars),United States,0,United States,,549,594,834,859,1016,1207,1311,1324,1438,1585,1829,2268,2442,2935,3229,3295,3524,3951,4874,5160,4994,4989,5359,6258,11.2
4,Medicaid/Other Professional Services (Millions of Dollars),Region,1,New England,,25,24,31,30,43,74,102,118,121,121,131,211,173,208,244,244,280,264,306,360,318,283,305,367,12.4
4,Medicaid/Other Professional Services (Millions of Dollars),Region,2,Mideast,,124,128,176,180,211,240,245,242,247,261,271,284,288,398,453,492,477,518,737,845,843,899,1017,1105,10
4,Medicaid/Other Professional Services (Millions of Dollars),Region,3,Great Lakes,,83,98,139,144,178,209,220,208,277,342,389,467,444,504,536,395,502,631,780,814,523,519,558,712,9.8
4,Medicaid/Other Professional Services (Millions of Dollars),Region,4,Plains,,38,37,47,41,44,58,95,94,99,111,128,167,194,255,314,341,380,445,482,426,529,505,479,544,12.3
4,Medicaid/Other Professional Services (Millions of Dollars),Region,5,Southeast,,61,77,116,124,142,145,151,152,153,175,219,229,246,270,288,305,334,388,514,674,735,718,896,1058,13.2
4,Medicaid/Other Professional Services (Millions of Dollars),Region,6,Southwest,,52,61,89,100,132,175,175,208,252,261,350,524,696,897,1105,1212,1236,1344,1592,1655,1659,1631,1587,1702,16.3
4,Medicaid/Other Professional Services (Millions of Dollars),Region,7,Rocky Mountains,,10,13,20,24,24,19,19,13,14,18,22,24,29,38,44,52,55,70,85,75,64,78,65,85,9.6
4,Medicaid/Other Professional Services (Millions of Dollars),Region,8,Far West,,156,157,215,216,243,286,305,289,276,296,319,361,370,366,245,254,259,290,379,311,325,356,451,685,6.6
4,Medicaid/Other Professional Services (Millions of Dollars),State,5,Southeast,Alabama,4,7,10,10,10,10,10,12,11,13,15,19,19,20,22,25,30,44,57,57,42,43,58,65,12.6
4,Medicaid/Other Professional Services (Millions of Dollars),State,8,Far West,Alaska,2,2,2,1,1,1,2,2,3,4,4,5,5,5,6,5,5,12,16,18,20,23,20,24,12.2
4,Medicaid/Other Professional Services (Millions of Dollars),State,6,Southwest,Arizona,0,1,3,4,7,11,12,15,21,23,48,81,118,140,191,197,188,203,246,242,243,213,216,272,32.1
4,Medicaid/Other Professional Services (Millions of Dollars),State,5,Southeast,Arkansas,4,7,9,9,12,14,16,17,18,19,19,12,9,11,12,12,16,16,26,46,51,56,59,87,14
4,Medicaid/Other Professional Services (Millions of Dollars),State,8,Far West,California,100,98,133,131,141,162,180,150,129,125,134,146,137,121,118,151,150,138,165,94,87,82,186,297,4.8
4,Medicaid/Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,Medicaid/Other Professional Services (Millions of Dollars),State,1,New England,Connecticut,7,7,10,10,19,45,69,79,79,79,80,157,124,157,175,152,163,148,164,197,134,112,121,162,14.3
4,Medicaid/Other Professional Services (Millions of Dollars),State,2,Mideast,Delaware,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,5,6,6,8,11,13,15,16,17,14.6
4,Medicaid/Other Professional Services (Millions of Dollars),State,2,Mideast,District of Columbia,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,4,5,6,5,5,6,6.7
4,Medicaid/Other Professional Services (Millions of Dollars),State,5,Southeast,Florida,2,2,4,5,6,7,8,8,8,9,12,12,14,15,15,16,16,22,81,128,184,161,192,193,22.7
4,Medicaid/Other Professional Services (Millions of Dollars),State,5,Southeast,Georgia,15,16,28,38,43,39,36,34,35,37,47,57,69,76,77,83,78,87,88,86,86,92,91,96,8.5
4,Medicaid/Other Professional Services (Millions of Dollars),State,8,Far West,Hawaii,2,2,3,3,3,4,3,3,3,5,4,5,6,12,12,11,18,19,30,32,29,24,25,33,12.8
4,Medicaid/Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Idaho,3,5,7,8,8,9,9,3,4,6,8,8,11,17,20,27,29,39,50,39,24,13,12,23,8.8
4,Medicaid/Other Professional Services (Millions of Dollars),State,3,Great Lakes,Illinois,18,22,30,28,27,26,25,25,27,35,38,51,38,85,50,14,34,88,94,214,164,160,170,235,11.8
4,Medicaid/Other Professional Services (Millions of Dollars),State,3,Great Lakes,Indiana,24,30,31,29,39,49,46,46,51,58,74,97,81,106,17,14,14,14,16,17,16,17,18,20,-0.9
4,Medicaid/Other Professional Services (Millions of Dollars),State,4,Plains,Iowa,6,7,8,8,8,8,7,8,8,10,16,39,49,71,79,80,97,146,147,88,112,83,41,62,10.3
4,Medicaid/Other Professional Services (Millions of Dollars),State,4,Plains,Kansas,3,3,4,4,4,4,4,3,3,5,6,4,5,7,6,9,9,8,8,9,10,13,12,15,7.4
4,Medicaid/Other Professional Services (Millions of Dollars),State,5,Southeast,Kentucky,8,10,13,11,10,10,11,13,14,17,23,26,28,33,35,38,47,52,61,58,47,15,17,42,7.2
4,Medicaid/Other Professional Services (Millions of Dollars),State,5,Southeast,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,Medicaid/Other Professional Services (Millions of Dollars),State,1,New England,Maine,4,4,6,5,5,6,5,4,5,5,5,6,7,7,19,30,41,39,47,56,64,70,68,65,12.9
4,Medicaid/Other Professional Services (Millions of Dollars),State,2,Mideast,Maryland,3,3,2,2,2,3,5,4,7,8,9,11,11,12,14,13,15,17,58,109,136,82,92,107,16.8
4,Medicaid/Other Professional Services (Millions of Dollars),State,1,New England,Massachusetts,9,7,8,7,8,9,12,15,15,17,22,22,15,14,15,18,31,30,41,50,59,39,37,51,7.6
4,Medicaid/Other Professional Services (Millions of Dollars),State,3,Great Lakes,Michigan,9,7,10,10,9,9,9,7,5,5,6,7,7,5,10,11,11,14,24,68,73,64,81,105,11.4
4,Medicaid/Other Professional Services (Millions of Dollars),State,4,Plains,Minnesota,16,15,19,15,16,29,62,61,63,68,75,92,106,142,193,222,245,261,287,288,333,332,347,373,14.5
4,Medicaid/Other Professional Services (Millions of Dollars),State,5,Southeast,Mississippi,0,0,0,0,1,1,1,1,1,3,9,7,5,6,4,4,4,5,12,31,42,47,50,60,23.7
4,Medicaid/Other Professional Services (Millions of Dollars),State,4,Plains,Missouri,5,6,7,7,7,9,10,8,9,10,11,12,14,16,16,10,9,8,19,23,44,47,51,55,10.6
4,Medicaid/Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Montana,4,4,6,6,6,6,5,5,5,7,9,9,10,12,11,13,14,15,18,20,21,22,23,26,8.8
4,Medicaid/Other Professional Services (Millions of Dollars),State,4,Plains,Nebraska,4,3,4,3,4,4,8,9,11,13,15,15,14,13,14,15,15,15,12,10,21,20,16,17,6.7
4,Medicaid/Other Professional Services (Millions of Dollars),State,8,Far West,Nevada,3,4,5,4,4,5,5,5,6,6,7,9,8,16,19,25,36,72,76,64,69,72,76,81,15.3
4,Medicaid/Other Professional Services (Millions of Dollars),State,1,New England,New Hampshire,2,2,3,4,5,7,7,7,8,9,10,10,11,11,11,12,12,12,14,15,16,11,22,27,12.7
4,Medicaid/Other Professional Services (Millions of Dollars),State,2,Mideast,New Jersey,7,7,10,12,20,26,27,26,25,27,29,27,27,29,29,36,36,44,65,85,76,37,32,40,8
4,Medicaid/Other Professional Services (Millions of Dollars),State,6,Southwest,New Mexico,7,15,30,40,61,90,98,99,95,65,61,141,206,57,56,61,74,85,106,131,131,161,178,230,16.7
4,Medicaid/Other Professional Services (Millions of Dollars),State,2,Mideast,New York,103,106,146,148,168,187,192,194,198,211,217,228,232,230,233,247,271,293,329,357,414,528,590,636,8.2
4,Medicaid/Other Professional Services (Millions of Dollars),State,5,Southeast,North Carolina,7,7,10,12,15,16,19,15,14,17,23,22,23,28,30,31,29,33,48,77,76,74,146,198,15.7
4,Medicaid/Other Professional Services (Millions of Dollars),State,4,Plains,North Dakota,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,4,6,7,8,10,17,11.2
4,Medicaid/Other Professional Services (Millions of Dollars),State,3,Great Lakes,Ohio,25,30,55,59,68,78,78,58,107,140,154,168,168,181,194,157,259,364,428,263,188,141,154,220,9.9
4,Medicaid/Other Professional Services (Millions of Dollars),State,6,Southwest,Oklahoma,5,6,7,6,6,6,6,7,7,9,13,14,10,7,9,11,11,14,19,35,37,40,47,51,10.2
4,Medicaid/Other Professional Services (Millions of Dollars),State,8,Far West,Oregon,3,3,4,5,5,4,3,3,4,5,6,7,5,11,14,5,3,3,44,52,65,46,55,145,19.1
4,Medicaid/Other Professional Services (Millions of Dollars),State,2,Mideast,Pennsylvania,8,10,15,15,18,20,19,15,15,12,12,13,14,122,172,190,148,155,273,277,198,232,282,299,16.9
4,Medicaid/Other Professional Services (Millions of Dollars),State,1,New England,Rhode Island,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,5,5.5
4,Medicaid/Other Professional Services (Millions of Dollars),State,5,Southeast,South Carolina,5,6,8,8,8,8,8,8,9,9,11,12,14,15,18,23,26,34,50,68,66,72,81,102,13.7
4,Medicaid/Other Professional Services (Millions of Dollars),State,4,Plains,South Dakota,1,1,2,1,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,2,2,2,3,6
4,Medicaid/Other Professional Services (Millions of Dollars),State,5,Southeast,Tennessee,7,8,11,11,14,15,15,17,19,24,27,28,28,26,26,20,26,30,27,39,41,44,46,47,8.6
4,Medicaid/Other Professional Services (Millions of Dollars),State,6,Southwest,Texas,40,39,49,49,58,68,59,87,128,163,229,287,361,693,849,943,963,1042,1219,1247,1247,1217,1146,1150,15.7
4,Medicaid/Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Utah,3,3,6,10,9,4,4,4,4,4,4,4,5,6,8,7,7,10,9,9,9,10,12,16,7.7
4,Medicaid/Other Professional Services (Millions of Dollars),State,1,New England,Vermont,1,1,2,2,4,6,7,10,13,10,12,15,14,17,22,29,32,33,38,39,41,48,55,57,19
4,Medicaid/Other Professional Services (Millions of Dollars),State,5,Southeast,Virginia,5,6,10,11,11,12,13,14,13,13,20,19,19,20,22,27,28,32,35,62,74,88,127,125,15.4
4,Medicaid/Other Professional Services (Millions of Dollars),State,8,Far West,Washington,47,49,70,72,89,111,112,125,130,152,163,189,210,201,75,56,45,46,47,50,55,110,90,105,3.6
4,Medicaid/Other Professional Services (Millions of Dollars),State,5,Southeast,West Virginia,4,9,14,11,12,13,14,14,10,13,14,15,18,21,27,26,34,32,30,23,24,27,29,44,11.5
4,Medicaid/Other Professional Services (Millions of Dollars),State,3,Great Lakes,Wisconsin,7,8,13,19,35,46,61,73,87,104,117,145,150,126,266,199,185,152,217,252,81,136,136,132,13.9
4,Medicaid/Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Wyoming,0,0,0,0,0,0,1,1,1,1,1,2,2,3,4,4,5,7,7,8,10,34,18,20,19.9
5,Medicaid/Dental Services (Millions of Dollars),United States,0,United States,,945,1196,1675,1741,1807,1872,1974,2129,2180,2400,3090,3709,4035,4264,4572,4782,5211,6227,7638,8401,8459,8581,8817,9929,10.8
5,Medicaid/Dental Services (Millions of Dollars),Region,1,New England,,60,67,84,98,115,108,118,138,144,151,185,197,177,180,198,270,351,457,613,619,638,581,630,799,12
5,Medicaid/Dental Services (Millions of Dollars),Region,2,Mideast,,159,164,188,201,219,208,193,176,186,244,358,542,555,590,622,724,799,902,1076,1309,1234,1274,1203,1240,9.3
5,Medicaid/Dental Services (Millions of Dollars),Region,3,Great Lakes,,149,155,188,180,176,174,161,190,226,305,494,512,541,574,622,718,742,849,1005,960,966,1053,1074,1314,9.9
5,Medicaid/Dental Services (Millions of Dollars),Region,4,Plains,,72,76,92,87,95,95,90,91,99,114,145,172,182,206,213,201,217,232,269,284,309,323,371,407,7.8
5,Medicaid/Dental Services (Millions of Dollars),Region,5,Southeast,,190,248,298,259,284,289,297,340,369,431,573,701,842,953,1030,1075,1123,1261,1509,1644,1669,1834,1883,1912,10.6
5,Medicaid/Dental Services (Millions of Dollars),Region,6,Southwest,,47,58,90,120,143,163,229,191,199,213,263,345,456,520,593,629,805,1129,1441,1759,1845,1620,1684,1744,17.1
5,Medicaid/Dental Services (Millions of Dollars),Region,7,Rocky Mountains,,19,24,27,28,32,38,42,50,65,75,87,98,95,106,122,133,132,163,207,225,250,241,324,343,13.3
5,Medicaid/Dental Services (Millions of Dollars),Region,8,Far West,,249,404,707,769,743,797,844,954,893,869,985,1141,1187,1135,1171,1032,1042,1235,1518,1601,1548,1655,1647,2171,9.9
5,Medicaid/Dental Services (Millions of Dollars),State,5,Southeast,Alabama,6,7,8,9,11,11,11,14,15,16,33,46,51,59,62,68,74,84,99,102,85,85,85,85,12.1
5,Medicaid/Dental Services (Millions of Dollars),State,8,Far West,Alaska,6,7,8,7,6,6,6,5,7,9,10,12,15,18,18,17,19,30,39,47,54,62,60,68,11.5
5,Medicaid/Dental Services (Millions of Dollars),State,6,Southwest,Arizona,2,2,9,22,27,35,42,47,54,51,70,87,103,120,138,151,168,191,224,240,225,197,200,244,24.5
5,Medicaid/Dental Services (Millions of Dollars),State,5,Southeast,Arkansas,5,7,7,7,8,9,9,12,14,16,20,23,19,22,21,34,40,41,60,68,74,80,77,117,14.6
5,Medicaid/Dental Services (Millions of Dollars),State,8,Far West,California,190,340,628,686,645,674,710,821,753,714,814,926,959,879,928,800,792,916,1110,1051,1043,1072,1019,1151,8.1
5,Medicaid/Dental Services (Millions of Dollars),State,7,Rocky Mountains,Colorado,4,4,5,6,7,9,10,13,25,29,34,47,48,48,54,60,67,77,105,116,125,123,146,202,18.7
5,Medicaid/Dental Services (Millions of Dollars),State,1,New England,Connecticut,10,11,15,21,23,15,10,10,10,10,9,8,8,7,6,6,5,21,101,137,153,154,155,173,13.2
5,Medicaid/Dental Services (Millions of Dollars),State,2,Mideast,Delaware,0,1,1,1,1,2,2,3,3,5,7,6,10,12,14,18,21,26,31,33,36,38,39,41,21.3
5,Medicaid/Dental Services (Millions of Dollars),State,2,Mideast,District of Columbia,1,1,2,2,2,2,2,1,0,0,0,0,0,1,1,1,4,13,25,27,33,37,51,36,16.5
5,Medicaid/Dental Services (Millions of Dollars),State,5,Southeast,Florida,30,38,51,51,58,64,70,93,101,95,88,100,119,115,111,112,107,126,161,213,249,359,358,293,10.4
5,Medicaid/Dental Services (Millions of Dollars),State,5,Southeast,Georgia,27,26,30,32,34,33,31,36,38,48,82,115,155,183,186,163,140,164,167,165,163,170,167,182,8.7
5,Medicaid/Dental Services (Millions of Dollars),State,8,Far West,Hawaii,7,8,10,9,7,5,1,1,1,1,5,35,35,36,35,29,40,58,96,130,133,164,171,214,16
5,Medicaid/Dental Services (Millions of Dollars),State,7,Rocky Mountains,Idaho,3,7,7,7,8,10,9,9,11,16,19,17,18,24,25,26,21,28,32,27,38,26,48,39,11.8
5,Medicaid/Dental Services (Millions of Dollars),State,3,Great Lakes,Illinois,32,32,41,46,41,36,34,34,7,15,114,68,66,73,79,105,97,133,132,191,172,194,181,231,9
5,Medicaid/Dental Services (Millions of Dollars),State,3,Great Lakes,Indiana,26,33,37,28,20,18,15,34,76,93,113,132,128,144,158,180,183,207,255,232,216,249,241,265,10.6
5,Medicaid/Dental Services (Millions of Dollars),State,4,Plains,Iowa,22,21,24,24,27,27,26,26,27,30,43,44,46,50,48,54,54,57,68,68,70,75,79,90,6.4
5,Medicaid/Dental Services (Millions of Dollars),State,4,Plains,Kansas,5,6,8,7,8,7,8,10,10,12,14,18,21,28,29,35,42,47,53,58,67,74,90,55,10.5
5,Medicaid/Dental Services (Millions of Dollars),State,5,Southeast,Kentucky,27,35,40,35,35,35,35,34,34,40,52,55,60,64,66,72,83,85,97,102,92,106,73,129,7.1
5,Medicaid/Dental Services (Millions of Dollars),State,5,Southeast,Louisiana,19,21,23,22,21,20,18,17,19,21,27,30,32,39,40,39,50,70,103,120,119,144,147,96,7.3
5,Medicaid/Dental Services (Millions of Dollars),State,1,New England,Maine,6,6,6,6,6,6,6,10,10,10,11,13,17,21,15,20,20,23,26,30,33,35,32,29,7.2
5,Medicaid/Dental Services (Millions of Dollars),State,2,Mideast,Maryland,7,8,4,4,4,3,3,2,1,2,2,2,2,3,3,3,3,4,31,105,124,118,127,130,13.8
5,Medicaid/Dental Services (Millions of Dollars),State,1,New England,Massachusetts,36,40,49,55,66,65,78,93,93,98,128,138,114,101,121,174,259,336,395,358,359,301,347,441,11.6
5,Medicaid/Dental Services (Millions of Dollars),State,3,Great Lakes,Michigan,39,35,46,45,51,51,47,60,83,103,145,170,192,170,188,253,241,278,293,229,286,273,309,384,10.5
5,Medicaid/Dental Services (Millions of Dollars),State,4,Plains,Minnesota,20,22,28,23,26,25,22,21,23,25,28,39,40,44,50,51,57,59,70,75,81,76,92,121,8
5,Medicaid/Dental Services (Millions of Dollars),State,5,Southeast,Mississippi,2,2,2,3,3,4,4,3,4,5,6,7,7,8,7,6,5,7,8,9,18,17,25,28,12.4
5,Medicaid/Dental Services (Millions of Dollars),State,4,Plains,Missouri,14,14,17,19,19,20,17,12,10,13,22,31,38,46,45,17,17,17,21,19,19,20,19,17,0.8
5,Medicaid/Dental Services (Millions of Dollars),State,7,Rocky Mountains,Montana,5,5,5,5,6,6,7,7,6,6,7,7,6,7,8,8,8,13,16,21,21,22,25,29,8.2
5,Medicaid/Dental Services (Millions of Dollars),State,4,Plains,Nebraska,6,7,8,8,8,10,10,14,21,24,29,28,28,27,31,34,35,34,36,40,45,53,67,96,12.7
