id,name,telephone,address,city,state,zip,county,emergtitle,emergtel,emergext,naics_code,naics_desc,long,lat,st_vendor,st_version,geoprec,phoneloc,qc_qa,ucaoa_id,overall_type
10197560,Health Clinics Of Utah,801-468-0354,"3195 South Main Street,  ",Salt Lake City,UT,84115,Salt Lake,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.8907162,40.7014537,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10197566,University Of Utah Parkway Urgent Care,801-234-8600,"145 West University Parkway,  ",Orem,UT,84058,Utah,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.698849,40.2727643,NAVTEQ,2006Q3,ONENTITY,NO,TGS, ,urgent care
10197946,Saint John's Urgent Care - Nixa,417-724-5280,"940 West Mount Vernon Street,  ",Nixa,MO,65714,Christian,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-93.3035206,37.04335,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,urgent care
10197949,Saint John's Urgent Care - Branson-248,417-337-5000,"1065 State Highway 248,  ",Branson,MO,65616,Taney,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-93.236709,36.6628634,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10197551,Olympus Urgent Care,801-277-2682,"4624 South Holladay Boulevard,  ",Salt Lake City,UT,84117,Salt Lake,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.8265027,40.6699979,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10197943,Saint Louis Connectcare - The Smiley Urgent Care Center,314-879-6300,"5535 Delmar Boulevard,  ",Saint Louis,MO,63112,St Louis City,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-90.2799083,38.653903,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10844687,Family Health Plaza,337-769-0069,"1216 Camellia Boulevard,  ",Lafayette,LA,70508,Lafayette,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-92.0403393,30.1720682,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10421195,Saint Lukes Urgent Care Center - Clarkson Road,636-256-8644,"233 Clarkson Road,  ",Ellisville,MO,63011,St Louis,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-90.585036,38.5994793,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2253,urgent care
10197940,Saint Lukes Urgent Care Center - Fenton,636-343-5223,"508 Old Smizer Mill Road,  ",Fenton,MO,63026,St Louis,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-90.4499386,38.5151888,NAVTEQ,2008Q1,BLOCKFACE, ,TGS, ,urgent care
10421463,Urgent Care Of Southern Colorado,719-553-2208,"3676 Parker Boulevard,  ",Pueblo,CO,81008,Pueblo,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-104.659057,38.3100059,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_0805,urgent care
10197598,Care Now - Eastchase,817-459-2005,"1661 Eastchase Parkway,  ",Fort Worth,TX,76120,Tarrant,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-97.1691446,32.7548696,NAVTEQ,2008Q1,BLOCKFACE, ,TGS, ,urgent care
10843677,Medexpress Urgent Care - Parker,303-840-0900,"10345 South Park Glenn Way, Suite 100",Parker,CO,80138,Douglas,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-104.7657909,39.5290975,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10197552,Copperview Medical Center,801-567-9780,"3556 West 9800 South,  ",South Jordan,UT,84095,Salt Lake,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.9759805,40.5736827,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10197553,Jordan Meadows Medical Center,801-282-2677,"3354 West 7800 South,  ",West Jordan,UT,84088,Salt Lake,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.9705441,40.6100285,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10197583,Firstmed North Urgent Care,801-295-6483,"214 West 1500 South,  ",Bountiful,UT,84010,Davis,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.8865578,40.8745139,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10193220,Statclinix Urgent Care - Northsight,480-682-4100,"15223 North 87th Street, Suite 110",Scottsdale,AZ,85260,Maricopa,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.8919317,33.6227823,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_0112,urgent care
11527283,Siena Medical Clinic,620-275-3700,"311 East Spruce Street,  ",Garden City,KS,67846,Finney,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-100.8691668,37.9693193,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10197756,Urgent Care Of Green Country,918-369-9555,"11717 South Memorial Drive,  ",Bixby,OK,74008,Tulsa,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-95.8860574,35.9933381,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10192618,Cook Childrens Lewisville Urgent Care,972-434-1049,"401 North Valley Parkway, Suite 400",Lewisville,TX,75067,Denton,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-97.0200293,33.0458259,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_3514,urgent care
10197773,Prompt Care,580-355-9101,"412 Southwest Summit Avenue,  ",Lawton,OK,73501,Comanche,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-98.3947341,34.5950343,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10197775,Vista Medical Center,405-634-2929,"3700 South Western Avenue,  ",Oklahoma City,OK,73109,Oklahoma,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-97.5297685,35.427526,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10197785,Cimarron Healthcare Center,918-225-6904,"2340 East Main Street,  ",Cushing,OK,74023,Payne,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-96.7327019,35.9862113,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10197787,Medford Family Clinic,580-395-2319,"158 East Sunset Drive,  ",Medford,OK,73759,Grant,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-97.7327278,36.8141186,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10843995,Concentra Urgent Care - Saint Louis North Broadway,314-385-9563,"8340 North Broadway,  ",Saint Louis,MO,63147,St Louis City,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-90.2292161,38.7127674,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10198152,Jayhawk Promptcare,785-838-1500,"3511 Clinton Place,  ",Lawrence,KS,66047,Douglas,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-95.2798435,38.941593,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10198153,Urgent Care Clinic,620-227-7323,"2205 Central Avenue,  ",Dodge City,KS,67801,Ford,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-100.0170517,37.7733642,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10192855,Santa Fe Family Health Center,505-474-0120,"2801 Rodeo Road, Suite B-13",Santa Fe,NM,87507,Santa Fe,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-105.9832832,35.638939,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_2638,urgent care
11527370,Mediquik Clinic,662-229-0669,"1350 Sunset Drive, Suite B",Grenada,MS,38901,Grenada,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-89.8272093,33.7800952,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,urgent care
10844127,Concentra Urgent Care - Sandy,801-562-5200,"385 West 9000 South,  ",Sandy,UT,84070,Salt Lake,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.9025094,40.5873954,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10192044,On Call Urgent Medical Care,505-954-9949,"431 Saint Michael's Drive, Suite B",Santa Fe,NM,87505,Santa Fe,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-105.9396371,35.6556621,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_2643,urgent care
10843696,Emergicare Medical Clinics,719-635-6942,"402 West Bijou Street,  ",Colorado Springs,CO,80905,El Paso,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-104.8330305,38.8372886,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10198757,Cigna Stapley Health Care Center,480-464-8500,"1111 South Stapley Drive,  ",Mesa,AZ,85204,Maricopa,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.8050987,33.3948517,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,urgent care
10198414,Centennial Cosmetic Surgery And Dermatology,303-791-0410,"7336 South Yosemite Street, Suite 100",Centennial,CO,80112,Arapahoe,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-104.8849113,39.5841578,NAVTEQ,2008Q1,BLOCKFACE, ,TGS, ,urgent care
10197769,Ergent Care,918-299-4333,"9645 South Riverside Drive, Suite C",Tulsa,OK,74137,Tulsa,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-95.9497102,36.0253296,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,urgent care
10197765,After Hours Health Care Clinic,918-653-2345,"814 United States Highway 59 North,  ",Heavener,OK,74937,Le Flore,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-94.6033236,34.9027266,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,urgent care
11524652,Medstop One,573-335-4100,"3065 William Street, Suite 209",Cape Girardeau,MO,63703,Cape Girardeau,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-89.5733648,37.3004559,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10198744,Urgent Care Associates - Central Tucson,520-795-8659,"1622 North Swan Road,  ",Tucson,AZ,85712,Pima,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-110.8919746,32.2427578,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
11521782,Springfield Priority Care,217-789-1403,"1836 South Macarthur Boulevard,  ",Springfield,IL,62704,Sangamon,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-89.6678675,39.77998,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10422218,Bretshire Medical Clinic - Urgent Care,713-633-2100,"7030 Bretshire Drive,  ",Houston,TX,77016,Harris,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-95.3013807,29.8542741,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3568,urgent care
10192191,Statclinix Urgent Care - Mesa,480-610-0688,"1151 North Gilbert Road,  ",Mesa,AZ,85203,Maricopa,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.7875038,33.4369146,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_0099,urgent care
11527230,Lawrence Family Practice Center,785-841-6541,"4951 West 18th Street,  ",Lawrence,KS,66047,Douglas,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-95.3099125,38.9505408,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10844199,Order Of Saint Francis Prompt Care,309-663-2100,"1505 Eastland Drive, Eastland Medical Plaza Ii",Bloomington,IL,61701,Mclean,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-88.9545381,40.4827234,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10421273,Airpark Medical Center,480-991-4555,"15720 North Greenway Hayden Loop, Suite 3",Scottsdale,AZ,85260,Maricopa,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.9155178,33.6284002,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_0114,urgent care
10421277,El Rio Health Center,520-792-9890,"839 West Congress Street,  ",Tucson,AZ,85745,Pima,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-110.9858234,32.221215,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_0179,urgent care
10193476,Rocky Mountain Urgent Care - Aurora,303-695-1338,"13650 East Mississippi Avenue, Suite 100 B",Aurora,CO,80012,Arapahoe,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-104.8326537,39.6961773,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_0776,urgent care
10843267,Rocky Mountain Urgent Care - Englewood,720-974-7464,"3601 South Clarkson Street, Suite 100",Englewood,CO,80113,Arapahoe,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-104.9785787,39.650464,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
11527315,Trace Medical Clinic,662-289-9155,"530 Veterans Memorial Drive,  ",Kosciusko,MS,39090,Attala,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-89.5713392,33.0471552,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
11527251,Advantage Medical Group,785-749-0130,"1104 East 23rd Street,  ",Lawrence,KS,66046,Douglas,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-95.2209394,38.9433819,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10421462,Boulder Medical Center - Urgent Care Department,303-440-3036,"2750 Broadway Street,  ",Boulder,CO,80304,Boulder,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-105.2815245,40.0262944,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_0795,urgent care
10422658,Primecare Medical Clinic,501-279-9000,"205 East Race Avenue,  ",Searcy,AR,72143,White,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-91.7360097,35.250553,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,urgent care
10422665,Denver Health Urgent Care,303-436-6070,"700 Delaware Street,  ",Denver,CO,80204,Denver,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-104.9923253,39.7271568,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,urgent care
10198772,Lake Loveland Ambulatory Surgery Center,970-667-3116,"790 West Eisenhower Boulevard,  ",Loveland,CO,80537,Larimer,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-105.0867987,40.4042706,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10193106,Priority Care,913-338-4515,"11301 Ash Street,  ",Leawood,KS,66211,Johnson,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-94.6481726,38.9226482,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10993594,Rocky Mountain Urgent Care - North Lakewood,303-986-9583,"255 Union Boulevard,  ",Lakewood,CO,80228,Jefferson,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-105.1337167,39.7198869,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10470353,Catholic Healthcare West Urgent Care - Ahwatukee,480-728-4000,"4545 East Chandler Boulevard,  ",Phoenix,AZ,85048,Maricopa,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.9852979,33.30447,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,urgent care
10192384,Saint Anthonys Medical Center - Arnold Urgent Care,636-464-4660,"3619 Richardson Square Drive,  ",Arnold,MO,63010,Jefferson,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-90.3855968,38.4117443,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_2286,urgent care
10192725,Saint Anthonys Medical Center - Fenton Urgent Care,636-326-6100,"714 Gravois Road,  ",Fenton,MO,63026,St Louis,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-90.4458013,38.5113174,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_2275,urgent care
10844371,Plaquemines Medical Center,504-564-3344,"26851 State Highway 23,  ",Port Sulphur,LA,70083,Plaquemines,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-89.7166914,29.5018608,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
11527277,Pediatric Associates,785-537-9030,"1133 College Avenue, Building E Suite 220",Manhattan,KS,66502,Riley,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-96.5987928,39.191914,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10843282,Rocky Mountain Urgent Care - Longmont,877-889-1522,"1551 Professional Lane,  ",Longmont,CO,80501,Boulder,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-105.1015969,40.1395796,NAVTEQ,2008Q1,ONENTITY,NO,TGS, ,urgent care
10843874,Xpress Care,409-866-0856,"4471 Calder Avenue,  ",Beaumont,TX,77706,Jefferson,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-94.1487204,30.0858842,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10193176,Orthopaedic Center Of The Rockies,800-722-7441,"2500 East Prospect Road,  ",Fort Collins,CO,80525,Larimer,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-105.0316568,40.5682659,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
11527297,Natchez After Hours Clinic,601-442-1900,"46 Seargent Prentiss Drive,  ",Natchez,MS,39120,Adams,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-91.3919052,31.5267936,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10844551,Acute Kids Urgent Care - Allen,972-359-6900,"107 Central Expressway North, Suite 509",Allen,TX,75013,Collin,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-96.6797958,33.1037381,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10196057,Landmark Medical Center,816-464-2333,"8800 Northwest 112th Street,  ",Kansas City,MO,64153,Platte,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-94.6832614,39.2972377,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2278,urgent care
10196432,Saint John Urgent Care - Sand Springs,918-245-1119,"402 West Morrow Road,  ",Sand Springs,OK,74063,Tulsa,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-96.1170347,36.1332137,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3094,urgent care
10193724,Via Christi Occupational And Immediate Care,316-685-1382,"2778 North Webb Road, Suite C",Wichita,KS,67226,Sedgwick,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-97.2243453,37.7315044,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1692,urgent care
11528073,Picayune Urgent Care,601-798-2151,"422 Memorial Boulevard,  ",Picayune,MS,39466,Pearl River,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-89.6752161,30.5163182,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10197533,Tri-City Medical,801-756-3511,"830 North 2000 West,  ",Pleasant Grove,UT,84062,Utah,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.7683797,40.3727529,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10197534,Alpine Pediatrics,801-492-1999,"1912 West 930 North,  ",Pleasant Grove,UT,84062,Utah,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.7678528,40.3741981,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10197938,Saint John's Urgent Care - Smith-Glynn-Callaway,417-888-5666,"3231 South National Avenue,  ",Springfield,MO,65807,Greene,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-93.2780836,37.155101,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,urgent care
11524674,Los Alamos Urgent Care,505-662-0768,"1460 Trinity Drive,  ",Los Alamos,NM,87544,Los Alamos,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-106.2986746,35.8802209,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10422161,Concentra Medical Center - Houston,281-679-5600,"12345 Katy Freeway,  ",Houston,TX,77079,Harris,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-95.6054175,29.7837231,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3403,urgent care
10193101,Sparks Preferred Medical Care South,479-709-7465,"8600 South 36th Terrace,  ",Fort Smith,AR,72908,Sebastian,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-94.3961011,35.3028001,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_0093,urgent care
11241535,Medinet Family Care Clinic,281-564-3300,"9130 State Highway 6 South,  ",Houston,TX,77083,Fort Bend,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-95.6443683,29.679881,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10844419,After Hours Pediatric Urgent Care - Ofallon,636-379-9633,"2028 State Highway K, Suite 102",O Fallon,MO,63366,St Charles,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-90.6989932,38.7807189,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10422172,Taylor Medical Center - Urgent Care,903-297-1733,"1809 West State Highway 281 Loop, Aarons Plaza",Longview,TX,75604,Gregg,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-94.7858436,32.5246505,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3440,urgent care
11524675,Valley Firstcare Urgent Care,505-747-6939,"528 North Coronado Avenue,  ",Espanola,NM,87532,Rio Arriba,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-106.0868101,35.9980354,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
11513154,Care Now - Lake Worth,817-375-2100,"3520 Northwest Centre Drive,  ",Fort Worth,TX,76135,Tarrant,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-97.4264883,32.8080704,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10192857,Sugarland Urgent Care,281-494-4832,"1211 State Highway 6 South,  ",Sugarland,TX,77478,Fort Bend,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-95.6358967,29.6054098,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_3395,urgent care
10422671,Baptist Medical Clinic,601-605-3858,"401 Baptist Drive,  ",Madison,MS,39110,Madison,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-90.1385197,32.4700705,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,urgent care
10198874,Advanced Urgent Care - Phoenix East,602-808-8786,"2301 North 44th Street,  ",Phoenix,AZ,85008,Maricopa,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.9864662,33.4735407,NAVTEQ,2006Q3,ONENTITY,YES,TGS, ,urgent care
10192021,Encompass Medical Group-Urgent Care,816-942-8200,"373 West 101st Terrace,  ",Kansas City,MO,64114,Jackson,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-94.5959602,38.9435323,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_2284,urgent care
10844101,Concentra Urgent Care - Fort Worth South,817-293-7311,"1132 Everman Parkway,  ",Fort Worth,TX,76140,Tarrant,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-97.3117179,32.6269892,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10470877,Union City Urgent Care,731-885-8282,"1229 South 1st Street,  ",Union City,TN,38261,Obion,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-89.0583289,36.4156973,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,urgent care
10192090,Nextcare Urgent Care,480-924-8382,"2550 North Thunderbird Circle, Suite 303",Mesa,AZ,85215,Maricopa,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-111.7204323,33.4622811,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_0129,urgent care
10192107,Methodist At Pekin,309-346-3416,"1800 East Broadway Road,  ",Pekin,IL,61554,Tazewell,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-89.6252562,40.5672118,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_1451,urgent care
10993752,Urgent Care Of Slidell,985-661-8851,"360 Gateway Drive, Suite B",Slidell,LA,70461,St Tammany,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-89.74083,30.2883519,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10844568,Minor Emergency Of Denton,940-382-9898,"2438 Lillian Miller Parkway, Suite 100",Denton,TX,76205,Denton,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-97.1090898,33.1845739,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,urgent care
10192101,Methodist At Morton,309-263-9124,"1909 North Morton Avenue,  ",Morton,IL,61550,Tazewell,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-89.4654822,40.628858,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_1569,urgent care
10192074,Urgent Care Evergreen,303-674-2273,"1520 Evergreen Parkway,  ",Evergreen,CO,80439,Jefferson,NA, ,NA,621493,"Urgent Medical Care Centers And Clinics (Except Hospitals), Freestanding",-105.365178,39.6847266,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_0777,urgent care
